data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,12,163301100,0.450,1,14770280
2022,5,160531363,0.001,1,14410586
2022,5,163301150,0.001,1,14770290
2022,12,160531442,1.630,1,14410598
2022,12,160531444,0.870,1,14410600
2022,5,160531497,5.400,1,14410608
2022,5,160531501,0.001,1,14410610
2022,8,160531577,6.500,9,14410617
2022,8,160531807,0.001,1,14410650
2022,8,160531665,15.000,9,14410628
2022,4,160531673,0.450,1,14410629
2022,12,160531673,0.540,1,14410630
2022,4,160531675,0.300,1,14410631
2022,5,160531675,6.430,1,14410632
2022,12,160531675,2.950,1,14410633
2022,4,160531696,2.800,1,14410636
2022,8,160531732,1.500,9,14410641
2022,5,160531766,6.550,1,14410646
2022,8,160531766,95.000,9,14410647
2022,5,160531899,3.500,1,14410660
2022,5,160531909,0.001,1,14410663
2022,5,160531961,0.910,1,14410668
2022,4,160531962,0.290,1,14410669
2022,4,162585933,1.200,1,14681038
2022,12,162585933,0.600,1,14681039
2022,2,162585744,3.900,1,14681005
2022,5,162585744,8.400,1,14681006
2022,5,162585767,3.000,1,14681008
2022,8,162585795,0.500,9,14681015
2022,17,162585795,5.000,9,14681016
2022,5,162585868,16.800,1,14681025
2022,15,147046987,4.000,9,12475097
2022,5,157592154,1.000,1,14010105
2022,5,148374172,0.840,1,12663157
2022,5,151832410,3.600,1,13158281
2022,12,151832410,2.570,1,13158282
2022,5,151832212,7.000,1,13158237
2022,12,151832250,7.270,1,13158247
2022,5,151832359,7.860,1,13158275
2022,12,151832359,1.550,1,13158276
2022,5,151832241,1.420,1,13158245
2022,12,151832241,1.490,1,13158246
2022,12,151832419,1.000,1,13158284
2022,8,151832308,0.010,1,13158266
2022,4,151832370,1.200,1,13158278
2022,2,151832483,0.240,1,13158298
2022,12,151832495,3.000,1,13158301
2022,5,154489276,10.350,1,13563708
2022,5,162590807,5.310,1,14682112
2022,5,154489312,2.000,1,13563713
2022,12,154489317,0.100,1,13563715
2022,5,154489516,1.000,1,13563739
2022,16,154489516,33.000,9,13563740
2022,12,154489644,0.070,1,13563754
2022,1,154489652,1.000,3,13563757
2022,12,154489691,3.520,1,13563764
2022,5,154489520,6.670,1,13563741
2022,5,154489676,31.000,1,13563762
2022,8,154489777,3.000,9,13563769
2022,8,154489777,0.450,1,13563770
2022,12,154489777,29.510,1,13563771
2022,4,154489671,1.270,1,13563760
2022,5,154489671,1.590,1,13563761
2022,12,154489781,1.000,1,13563772
2022,12,160543531,6.000,1,14412806
2022,16,160543531,1.000,9,14412807
2022,12,154489806,1.000,1,13563773
2022,4,154489902,0.160,1,13563785
2022,12,154489902,0.110,1,13563786
2022,5,154489929,1.000,1,13563789
2022,8,154489847,9.000,9,13563778
2022,4,165507913,0.320,1,15078987
2022,16,165507837,1.000,9,15078976
2022,5,165507971,0.580,1,15079001
2022,12,165507971,7.880,1,15079002
2022,16,165507971,3.500,9,15079003
2022,5,156677303,1.000,1,13873895
2022,15,156677303,1.000,9,13873896
2022,5,156677328,9.000,1,13873897
2022,12,156677407,0.500,1,13873905
2022,12,156677418,0.490,1,13873907
2022,16,156677418,0.690,1,13873908
2022,5,156677511,28.000,1,13873912
2022,5,157592297,2.500,1,14010144
2022,5,157592256,9.800,1,14010131
2022,4,157592458,30.000,7,14010175
2022,5,157592432,2.000,1,14010172
2022,4,160543643,0.450,1,14412838
2022,12,160543643,0.960,1,14412839
2022,4,160543683,11.000,1,14412845
2022,12,160543727,0.300,1,14412858
2022,5,162590745,150.000,1,14682100
2022,5,165507732,14.000,1,15078964
2022,5,160543810,0.250,1,14412882
2022,5,160543924,41.000,1,14412899
2022,5,162590761,3.000,1,14682105
2022,12,165507995,8.060,1,15079006
2022,4,165507871,0.120,1,15078980
2022,12,156682544,2.400,1,13874924
2022,16,156682544,1.000,9,13874925
2022,12,156682678,1.200,1,13874954
2022,12,156682710,0.400,1,13874964
2022,5,157599448,1.000,11,14011564
2022,5,157599187,0.069,3,14011509
2022,12,157599187,1.350,1,14011510
2022,5,157599414,1.000,11,14011553
2022,12,157599414,0.850,1,14011554
2022,5,157599256,1.000,11,14011518
2022,8,157599326,1.000,9,14011536
2022,5,157599354,2.160,1,14011539
2022,12,157599354,0.845,1,14011540
2022,8,160557593,7.000,9,14415555
2022,12,160557598,5.360,1,14415556
2022,5,160557626,1.000,11,14415558
2022,12,160557651,0.358,1,14415561
2022,4,160558788,0.400,1,14415746
2022,12,160558792,0.010,1,14415747
2022,4,160558180,0.010,1,14415625
2022,12,160558183,3.954,1,14415627
2022,12,160557727,1.000,5,14415570
2022,12,160557833,1.300,1,14415587
2022,12,160557761,0.400,1,14415577
2022,12,160557765,0.400,1,14415578
2022,8,160557781,28.000,9,14415580
2022,4,160557803,1.000,11,14415582
2022,8,160557809,17.500,9,14415583
2022,12,160557809,0.730,1,14415584
2022,4,160557811,0.010,1,14415585
2022,12,160557811,0.010,1,14415586
2022,5,160557841,1.000,11,14415589
2022,12,160557843,1.000,11,14415590
2022,5,160557882,1.000,11,14415593
2022,8,160557882,1.000,9,14415594
2022,8,160558883,10.000,9,14415764
2022,12,160558883,11.580,1,14415765
2022,8,162598046,1.500,9,14684032
2022,12,162597968,3.500,1,14684017
2022,12,162597950,0.350,1,14684016
2022,12,160572332,1.130,1,14418959
2022,4,148393144,5.000,1,12666526
2022,12,148393144,38.500,1,12666527
2022,5,163316603,3.590,1,14773416
2022,4,160572338,0.300,1,14418962
2022,12,160572338,0.050,1,14418963
2022,17,160572338,37.000,9,14418964
2022,4,148393060,0.200,1,12666510
2022,8,148393060,8.000,9,12666511
2022,4,160572362,0.001,1,14418969
2022,8,160572362,0.190,1,14418970
2022,12,160572369,0.310,1,14418972
2022,5,160572372,0.120,1,14418975
2022,4,160572399,1.100,1,14418984
2022,8,160572399,0.320,1,14418985
2022,12,160572399,5.500,1,14418986
2022,12,160572405,70.430,1,14418989
2022,5,148393174,14.175,1,12666532
2022,5,148393191,2.000,1,12666534
2022,7,160572404,2.000,9,14418987
2022,12,160572404,0.860,1,14418988
2022,5,148393334,0.001,1,12666546
2022,5,165532330,1.070,1,15084240
2022,12,160572451,0.530,1,14419003
2022,5,165532048,0.230,1,15084140
2022,15,151866413,1.000,9,13166255
2022,12,160572471,0.130,1,14419011
2022,12,160572491,28.370,1,14419019
2022,4,160572493,0.400,1,14419020
2022,8,160572493,0.170,1,14419021
2022,5,151866679,1.200,1,13166309
2022,5,151866638,2.000,1,13166295
2022,8,151866638,1.000,9,13166296
2022,4,160572514,0.220,1,14419026
2022,5,165532332,2.800,1,15084241
2022,5,165532455,0.650,1,15084265
2022,4,156688003,34.200,1,13876434
2022,12,156688003,85.500,1,13876436
2022,5,151866722,6.800,1,13166316
2022,12,163316668,0.560,1,14773446
2022,4,151866683,0.001,1,13166310
2022,5,165532144,0.870,1,15084173
2022,12,162603561,0.360,1,14685369
2022,5,162603596,1.330,1,14685378
2022,8,162603332,1.860,1,14685320
2022,12,162603332,6.370,1,14685321
2022,17,162603332,2.510,1,14685322
2022,2,151866725,8.700,1,13166317
2022,8,151866725,7.000,9,13166318
2022,5,151866752,0.001,1,13166324
2022,8,151866800,8.000,9,13166330
2022,16,151866896,2.000,9,13166340
2022,4,162603383,0.100,1,14685336
2022,8,162603383,0.130,1,14685337
2022,12,162603383,1.370,1,14685338
2022,5,162603348,1.300,1,14685327
2022,8,162603348,0.220,1,14685328
2022,12,162603348,1.590,1,14685329
2022,5,165532390,2.400,1,15084251
2022,5,151866883,1.000,1,13166339
2022,5,165532595,1.201,1,15084288
2022,5,151866965,59.500,1,13166356
2022,12,151866965,71.100,1,13166357
2022,8,162603378,2.000,9,14685334
2022,12,162603378,1.240,1,14685335
2022,5,165532736,1.150,1,15084314
2022,8,151867131,2.600,1,13166430
2022,4,162603405,0.300,1,14685340
2022,8,162603405,0.220,1,14685341
2022,5,165532241,1.430,1,15084208
2022,5,151867175,123.000,1,13166442
2022,5,151867197,4.300,1,13166452
2022,5,165532239,2.770,1,15084207
2022,5,151867203,1.000,1,13166453
2022,17,151867203,78.000,9,13166454
2022,2,162603426,6.480,1,14685344
2022,4,163316723,0.001,1,14773479
2022,8,163316723,0.500,9,14773480
2022,8,163316723,0.370,1,14773481
2022,12,163316807,0.470,1,14773517
2022,12,163316838,1.900,1,14773524
2022,5,166754169,3.640,1,15266182
2022,5,151867254,1.000,1,13166465
2022,5,165532753,1.000,5,15084319
2022,2,163316715,0.570,1,14773476
2022,5,166753747,12.030,1,15266006
2022,5,153147609,2.000,1,13363323
2022,8,163316761,0.720,1,14773506
2022,16,163316761,1.000,9,14773507
2022,12,163316835,2.600,1,14773523
2022,5,166753841,14.700,1,15266038
2022,4,163316709,0.500,1,14773472
2022,8,163316709,0.001,1,14773473
2022,12,163316709,0.100,1,14773474
2022,5,166754115,1.940,1,15266149
2022,12,166754115,3.290,1,15266150
2022,16,166754115,7.000,9,15266151
2022,12,165531977,1.760,1,15084111
2022,5,166753677,3.960,1,15265977
2022,2,154507431,1.000,3,13567740
2022,5,166753799,21.290,1,15266026
2022,5,160572549,48.550,1,14419035
2022,16,154507453,1.000,9,13567745
2022,5,154507859,2.000,1,13567824
2022,5,154507580,5.600,1,13567780
2022,5,154507886,1.000,1,13567826
2022,16,154507765,1.500,9,13567815
2022,5,156688004,403.400,1,13876435
2022,12,154507760,1.200,1,13567814
2022,12,166753891,3.210,1,15266051
2022,5,154507745,6.500,1,13567811
2022,8,154507778,6.000,9,13567817
2022,12,154507896,1.000,1,13567827
2022,12,166753936,1.170,1,15266060
2022,12,154507960,1.400,1,13567835
2022,4,166753774,0.350,1,15266015
2022,8,166753774,0.001,1,15266016
2022,12,166753783,0.190,1,15266019
2022,12,156688228,0.700,1,13876503
2022,5,154508075,7.700,1,13567847
2022,5,154508173,120.900,1,13567862
2022,15,154508173,15.000,9,13567863
2022,8,154508121,1.000,9,13567849
2022,2,156688107,2.000,1,13876452
2022,5,156688107,2.000,1,13876453
2022,8,166754054,2.000,9,15266112
2022,12,166754054,18.300,1,15266113
2022,8,156688120,2.000,1,13876457
2022,12,156688120,0.500,1,13876458
2022,15,156688120,2.000,9,13876459
2022,4,154508179,1.000,1,13567866
2022,5,154508179,1.000,1,13567867
2022,8,154508179,6.000,9,13567868
2022,12,166754105,0.140,1,15266143
2022,4,166754029,2.000,1,15266098
2022,8,166754029,2.140,1,15266099
2022,12,166754029,0.190,1,15266100
2022,5,156688145,2.500,1,13876466
2022,4,156688260,1.000,1,13876514
2022,5,156688275,167.000,1,13876520
2022,12,166754100,0.001,1,15266141
2022,12,166754270,1.020,1,15266245
2022,5,156688376,2.000,1,13876545
2022,12,156688376,1.000,1,13876546
2022,5,156688273,2.800,1,13876518
2022,12,156688294,0.200,1,13876528
2022,5,156688320,37.000,1,13876534
2022,12,156688288,6.500,1,13876525
2022,4,156688324,0.010,1,13876536
2022,5,156688538,0.010,1,13876564
2022,5,156688317,10.000,1,13876532
2022,2,162603491,2.600,1,14685355
2022,5,162603491,286.943,1,14685356
2022,8,156688387,1.000,1,13876550
2022,4,160572737,3.000,1,14419079
2022,5,156688474,2.240,1,13876554
2022,12,156688535,0.400,1,13876563
2022,4,160572741,4.400,1,14419080
2022,12,160572741,22.700,1,14419081
2022,5,156688619,0.300,1,13876586
2022,5,156688620,1.000,7,13876587
2022,4,156688590,0.200,1,13876576
2022,12,156688590,0.200,1,13876577
2022,16,156688590,1.000,9,13876578
2022,5,156688674,9.400,1,13876592
2022,4,156688695,0.660,1,13876595
2022,12,156688695,7.700,1,13876596
2022,12,156688723,0.290,1,13876606
2022,5,157605337,1.000,1,14012728
2022,12,160572891,1.400,1,14419120
2022,16,160572891,1.000,9,14419121
2022,5,157605802,1.000,1,14012828
2022,5,157605815,2.000,5,14012834
2022,5,165532584,3.000,1,15084285
2022,5,157605735,3.000,1,14012812
2022,1,157605804,0.400,1,14012829
2022,4,157605829,0.200,1,14012840
2022,12,157605829,11.900,1,14012841
2022,4,157605905,1.000,1,14012867
2022,17,157605905,26.500,9,14012868
2022,5,157605979,2.800,1,14012880
2022,8,157605979,5.500,1,14012881
2022,5,157605833,1.000,1,14012844
2022,12,157605907,1.600,1,14012869
2022,5,160573017,6.600,1,14419141
2022,7,160573017,12.500,9,14419142
2022,5,162603547,2.000,1,14685367
2022,1,160573085,2.200,1,14419163
2022,5,160573038,1.000,1,14419148
2022,12,160573042,0.600,1,14419149
2022,2,160573443,2.000,1,14419291
2022,5,160573446,4.000,1,14419292
2022,8,160573446,4.000,9,14419293
2022,12,160573446,1.000,1,14419294
2022,5,160573094,6.200,1,14419165
2022,4,160573098,0.600,1,14419166
2022,5,163316853,2.000,1,14773526
2022,8,163316853,5.000,9,14773527
2022,5,160573157,4.028,1,14419193
2022,8,160573196,3.000,9,14419205
2022,16,160573196,10.000,9,14419206
2022,5,160573248,1.000,1,14419220
2022,4,160573295,1.000,1,14419236
2022,5,160573300,15.500,1,14419241
2022,12,160573417,0.400,1,14419285
2022,12,160573407,1.000,1,14419282
2022,5,160573458,7.900,1,14419298
2022,4,160573437,0.400,1,14419290
2022,5,160573456,3.100,1,14419296
2022,8,160573456,113.000,9,14419297
2022,5,160573468,1.000,1,14419302
2022,5,160573472,0.001,1,14419306
2022,5,160573475,0.001,1,14419310
2022,5,160573608,0.001,1,14419352
2022,4,162603452,1.000,1,14685346
2022,5,160573552,1.000,1,14419332
2022,12,160573552,1.000,1,14419333
2022,16,160573552,1.000,9,14419334
2022,5,160573523,1.000,1,14419320
2022,5,160574139,93.900,1,14419540
2022,12,160573544,0.400,1,14419328
2022,5,160573550,3.000,1,14419331
2022,4,160573566,1.000,1,14419340
2022,5,160573566,1.000,1,14419341
2022,15,160573602,65.000,9,14419351
2022,12,162603462,0.010,1,14685349
2022,12,162603526,0.800,1,14685361
2022,12,160573634,0.800,1,14419360
2022,12,160573649,0.700,1,14419365
2022,5,163316873,22.500,1,14773528
2022,4,162603588,0.001,1,14685374
2022,12,162603644,0.001,1,14685393
2022,5,162603761,2.000,1,14685424
2022,5,162603695,0.001,1,14685401
2022,12,160574307,3.100,1,14419583
2022,5,162603743,2.000,1,14685414
2022,8,162603705,3.000,9,14685405
2022,12,162603756,2.000,1,14685421
2022,4,162603793,0.500,1,14685431
2022,4,162603744,1.000,1,14685415
2022,5,162603774,1.000,1,14685429
2022,15,162603751,14.000,9,14685419
2022,4,162603770,0.001,1,14685427
2022,5,162604121,22.200,1,14685537
2022,8,162604121,14.200,1,14685538
2022,5,162604186,11.000,1,14685563
2022,5,162603771,5.000,1,14685428
2022,4,162603807,0.800,1,14685434
2022,12,162603823,1.000,1,14685442
2022,5,162603852,1.000,1,14685457
2022,5,162603991,14.000,1,14685501
2022,5,162603855,9.900,1,14685458
2022,2,166754152,0.900,1,15266172
2022,12,166754152,5.900,1,15266173
2022,12,162603931,3.500,9,14685481
2022,5,162604038,62.000,1,14685514
2022,12,162604150,22.500,1,14685551
2022,5,162603996,2.300,1,14685503
2022,5,162604110,0.800,1,14685531
2022,16,163317011,2.000,9,14773555
2022,12,148361612,7.100,1,12659929
2022,15,148361612,8.400,1,12659930
2022,16,148361626,2.000,9,12659937
2022,12,148361656,2.000,1,12659941
2022,5,148361677,2.100,1,12659946
2022,12,148361677,3.110,1,12659947
2022,8,148361714,5.000,9,12659955
2022,12,151801623,9.640,1,13150358
2022,8,151801470,5.000,9,13150298
2022,5,151801487,13.000,1,13150302
2022,5,151801510,14.000,1,13150311
2022,8,151801532,621.000,9,13150316
2022,5,151801570,14.000,1,13150334
2022,12,151801612,24.000,1,13150352
2022,12,151801562,27.000,1,13150329
2022,12,151801580,28.000,1,13150342
2022,5,151801597,11.000,10,13150346
2022,5,151801597,4.000,3,13150347
2022,4,160513070,11000.000,1,14406382
2022,12,160513089,1000.000,1,14406385
2022,5,157580827,14200.000,4,14007501
2022,5,157580862,1000.000,4,14007508
2022,4,157580809,1300.000,1,14007498
2022,5,157580854,7000.000,1,14007507
2022,4,157580873,1000.000,1,14007515
2022,4,157580896,1300.000,1,14007527
2022,4,157580920,1000.000,1,14007535
2022,12,157580920,1000.000,1,14007536
2022,12,157580879,20000.000,1,14007519
2022,5,157580898,9000.000,1,14007528
2022,12,157580913,1000.000,1,14007534
2022,12,157580927,1000.000,1,14007538
2022,12,157580940,1420.000,1,14007541
2022,4,157581027,24000.000,1,14007563
2022,4,157581072,11900.000,1,14007576
2022,12,157581072,137900.000,1,14007577
2022,4,157580937,6000.000,1,14007540
2022,12,157580953,1000.000,1,14007547
2022,4,157580974,1000.000,1,14007550
2022,5,157580989,7000.000,1,14007555
2022,5,157581013,7900.000,1,14007558
2022,4,157581031,2690.000,1,14007564
2022,12,157581031,16400.000,1,14007565
2022,5,157581061,14500.000,1,14007572
2022,4,157581005,1200.000,1,14007557
2022,4,157581020,1010.000,1,14007561
2022,4,157581040,2000.000,1,14007569
2022,12,157581058,2300.000,1,14007571
2022,12,157582307,1000.000,1,14007958
2022,5,157582324,10900.000,1,14007964
2022,11,157582324,2800.000,1,14007965
2022,12,157582324,9430.000,1,14007966
2022,12,157582370,1130.000,1,14007975
2022,4,157582408,1000.000,1,14007983
2022,12,157582408,1000.000,1,14007984
2022,12,157581140,15810.000,1,14007599
2022,5,165490046,2750.000,1,15074948
2022,12,165490046,109490.000,1,15074949
2022,4,157581084,46000.000,1,14007580
2022,4,157581107,1000.000,1,14007585
2022,8,157581107,2000.000,9,14007586
2022,12,157581107,29000.000,1,14007587
2022,2,157581125,1000.000,1,14007594
2022,5,157581125,2000.000,3,14007595
2022,12,157581132,2140.000,1,14007596
2022,12,157581156,28000.000,1,14007602
2022,4,157581177,1000.000,1,14007614
2022,5,157581177,1000.000,1,14007615
2022,5,157581195,7000.000,1,14007622
2022,8,157581261,4700.000,1,14007639
2022,12,157581289,13120.000,1,14007647
2022,8,157581310,1000.000,9,14007652
2022,5,157581175,77990.000,1,14007611
2022,11,157581175,27320.000,1,14007612
2022,12,157581175,1000.000,1,14007613
2022,4,157581191,1000.000,1,14007621
2022,12,157581323,1750.000,1,14007658
2022,6,157581368,5000.000,9,14007666
2022,12,157581248,6140.000,1,14007634
2022,4,157581318,5200.000,1,14007653
2022,12,157581318,22300.000,1,14007654
2022,4,157581354,4500.000,1,14007664
2022,5,157581387,8300.000,1,14007671
2022,12,157581412,1000.000,1,14007682
2022,4,157581449,5880.000,1,14007699
2022,8,157581333,10000.000,9,14007659
2022,8,157581360,3500.000,1,14007665
2022,12,157581383,1700.000,1,14007670
2022,8,157581398,4700.000,1,14007676
2022,12,157581392,1000.000,1,14007673
2022,17,157581416,144000.000,1,14007683
2022,12,157581437,1900.000,1,14007691
2022,4,157581451,1000.000,1,14007701
2022,12,157581394,1600.000,1,14007675
2022,12,157581480,3780.000,1,14007711
2022,12,157581503,2700.000,1,14007721
2022,4,157581411,1800.000,1,14007681
2022,12,157581427,20100.000,1,14007687
2022,4,157581438,1000.000,1,14007692
2022,12,157581438,5100.000,1,14007693
2022,4,157581448,1800.000,1,14007698
2022,12,157581534,1000.000,1,14007727
2022,12,157581547,1000.000,3,14007733
2022,4,154475434,1200.000,1,13560388
2022,4,157581568,1100.000,1,14007740
2022,4,157581579,2000.000,1,14007743
2022,16,157581579,6000.000,9,14007744
2022,17,157581579,2000.000,1,14007745
2022,4,157581596,1000.000,1,14007756
2022,12,157581596,2100.000,1,14007757
2022,12,157581628,10000.000,1,14007770
2022,5,157581458,3000.000,1,14007702
2022,12,157581468,1000.000,1,14007706
2022,2,157581583,54000.000,1,14007746
2022,12,157581583,213600.000,1,14007747
2022,12,157581595,2900.000,1,14007755
2022,5,157581608,5000.000,3,14007760
2022,12,157581623,6700.000,1,14007767
2022,12,157581505,2500.000,1,14007722
2022,12,157581520,148700.000,1,14007724
2022,12,157581530,3100.000,1,14007725
2022,12,157581539,1000.000,1,14007730
2022,16,157581539,36000.000,9,14007731
2022,12,157581545,28800.000,1,14007732
2022,4,157581565,1000.000,5,14007738
2022,12,157581565,1000.000,1,14007739
2022,12,157581582,1000.000,1,14007749
2022,5,160513187,17200.000,1,14406413
2022,2,160513198,20000.000,1,14406415
2022,5,160513198,35500.000,1,14406416
2022,4,160513215,1000.000,1,14406419
2022,5,160513215,1000.000,1,14406420
2022,12,160513215,2300.000,1,14406421
2022,8,160513223,7200.000,1,14406424
2022,1,160513234,1000.000,1,14406429
2022,4,160513257,1000.000,1,14406440
2022,5,160513257,1000.000,1,14406441
2022,8,160513257,4000.000,9,14406442
2022,5,160513054,1300.000,4,14406377
2022,12,160513066,3640.000,1,14406381
2022,4,160513117,1000.000,1,14406394
2022,12,160513123,3660.000,1,14406396
2022,5,162580820,1000.000,1,14679961
2022,12,162580820,1000.000,1,14679962
2022,12,162580528,3900.000,1,14679844
2022,8,162580555,3000.000,9,14679851
2022,12,162580575,3200.000,1,14679856
2022,12,151848409,0.100,1,13161818
2022,12,151848530,0.300,1,13161840
2022,2,153137554,1.400,1,13361236
2022,5,151848394,4.500,1,13161817
2022,5,151848451,1.700,1,13161828
2022,5,151848529,43.500,1,13161839
2022,5,151848447,7.700,1,13161825
2022,12,151848447,1.000,1,13161826
2022,15,151848447,6.000,9,13161827
2022,5,151848513,2.900,1,13161836
2022,5,153137583,0.200,7,13361238
2022,5,151848721,0.500,1,13161883
2022,5,153137606,3.700,3,13361242
2022,12,153137606,2.000,9,13361243
2022,12,153137606,16.800,1,13361244
