data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,12,165515440,1.000,1,15080481
2022,12,156681520,3.000,9,13874692
2022,5,166757507,1.000,1,15267001
2022,5,165515735,4.500,1,15080551
2022,13,160551617,2.000,9,14414462
2022,15,160551617,1.000,9,14414463
2022,16,156681621,34.000,9,13874718
2022,13,156681437,23.000,9,13874683
2022,5,162596048,2.000,1,14683601
2022,12,156681494,2.000,1,13874689
2022,12,160551635,1.906,1,14414470
2022,5,156681590,1.500,1,13874710
2022,1,156681615,0.500,1,13874717
2022,12,156681653,0.700,1,13874725
2022,5,156681605,138.000,3,13874713
2022,12,156681668,20.100,1,13874728
2022,5,160551687,10.900,1,14414476
2022,8,160551687,4.000,9,14414477
2022,12,156681624,0.600,1,13874721
2022,12,156681632,2.450,1,13874724
2022,5,156681819,21.000,1,13874767
2022,5,156681835,2.000,1,13874769
2022,12,156681835,2.000,1,13874770
2022,15,156681835,10.000,1,13874771
2022,12,157597407,2.900,1,14011176
2022,12,156681772,2.300,1,13874757
2022,5,157597374,1.600,1,14011168
2022,5,160551701,2.000,1,14414481
2022,5,160551753,2.000,1,14414487
2022,12,160551753,3.000,1,14414488
2022,5,157597490,3.400,1,14011190
2022,5,157597491,4.700,1,14011191
2022,5,157597662,10.800,1,14011208
2022,12,163310364,2.000,1,14772048
2022,8,157597573,1.000,1,14011199
2022,12,157597592,0.600,1,14011200
2022,5,160551779,1.000,1,14414491
2022,5,160551780,1.000,1,14414492
2022,5,160551803,0.020,1,14414495
2022,5,166742453,19.000,1,15263531
2022,12,160551839,0.300,1,14414511
2022,12,148382570,1.300,1,12664463
2022,16,148382570,1.000,9,12664464
2022,5,160551861,3.000,1,14414519
2022,13,160551891,2.000,9,14414521
2022,5,160551903,13.800,1,14414525
2022,12,160551968,1.000,1,14414543
2022,12,160551940,0.400,1,14414533
2022,5,148382607,5.200,1,12664470
2022,5,148382621,0.100,1,12664473
2022,5,148382869,0.100,1,12664521
2022,2,160551994,20.000,1,14414548
2022,12,160552005,3.500,1,14414550
2022,8,163310431,1.000,9,14772058
2022,16,163310431,5.000,9,14772059
2022,5,160552040,1.730,3,14414558
2022,12,160552967,0.550,1,14414748
2022,5,160552132,1.000,1,14414578
2022,5,160552136,27.000,1,14414579
2022,12,160552141,4.000,1,14414582
2022,8,160552140,10.000,9,14414581
2022,5,160552160,1.000,1,14414584
2022,8,160552160,0.500,9,14414585
2022,12,148382679,0.300,1,12664484
2022,5,160552277,1.001,1,14414602
2022,12,160552277,1.000,1,14414603
2022,12,160552302,1.300,1,14414607
2022,5,160552351,8.000,1,14414613
2022,8,160552362,1.000,9,14414615
2022,8,160552362,3.000,1,14414616
2022,5,162595900,5.000,1,14683538
2022,5,160552401,3.500,1,14414627
2022,5,160552406,6.750,3,14414628
2022,5,160552484,1.200,1,14414646
2022,5,160552483,6.500,1,14414644
2022,16,160552483,3.000,9,14414645
2022,12,163310645,0.500,1,14772102
2022,12,160552486,8.000,1,14414647
2022,5,160552505,3.300,1,14414650
2022,12,160552523,1.000,1,14414652
2022,6,151846801,1.000,9,13161452
2022,8,151846801,12.000,9,13161453
2022,12,151846801,8.000,9,13161454
2022,5,160552569,1.100,1,14414660
2022,1,160552640,2.000,1,14414680
2022,5,160552642,0.500,1,14414683
2022,5,160552647,25.000,1,14414684
2022,5,165515708,0.005,1,15080544
2022,8,160552621,1.000,9,14414674
2022,16,160552621,41.000,9,14414675
2022,5,163310522,5.000,3,14772073
2022,4,163310601,30.000,1,14772091
2022,12,160552751,5.000,1,14414714
2022,12,151846734,1.700,1,13161444
2022,5,162595928,0.010,1,14683546
2022,5,162595932,10.000,1,14683549
2022,12,162595932,5.800,1,14683550
2022,5,162595955,2.800,1,14683554
2022,12,162595981,0.500,1,14683569
2022,5,162596007,0.001,1,14683582
2022,16,162595866,40.000,9,14683525
2022,5,163310676,10.000,1,14772117
2022,12,163310676,1.700,1,14772118
2022,5,162595985,9.500,1,14683572
2022,16,162595985,1.000,9,14683573
2022,12,165515703,1.000,1,15080543
2022,5,162595947,2.500,1,14683552
2022,5,162595969,3.000,1,14683561
2022,11,162595969,8.000,9,14683562
2022,11,163310442,2.000,1,14772062
2022,12,163310442,2.000,1,14772063
2022,15,163310469,1.000,9,14772069
2022,16,163310469,83.000,9,14772070
2022,8,162596020,8.000,9,14683590
2022,5,165515778,1.000,1,15080561
2022,5,165515805,1.600,1,15080568
2022,12,165515805,2.700,1,15080569
2022,5,153135150,33.000,1,13360756
2022,12,160552769,0.200,1,14414717
2022,5,151846887,6.700,1,13161476
2022,5,151846935,1.000,1,13161484
2022,12,151846935,3.900,1,13161485
2022,5,166742538,7300.000,1,15263548
2022,2,166737325,9.700,1,15262561
2022,5,166737325,98.000,1,15262562
2022,5,151810235,0.030,3,13152890
2022,5,151810227,8.900,1,13152889
2022,12,154481513,2.000,1,13561820
2022,5,154481734,5.600,1,13561864
2022,12,155782214,0.200,1,13755945
2022,16,155782214,0.230,9,13755946
2022,5,155782207,2.800,3,13755943
2022,5,162583011,14.175,1,14680504
2022,12,166742538,14600.000,1,15263549
2022,5,166742529,2600.000,1,15263543
2022,1,166742664,2900.000,1,15263579
2022,12,166742664,1000.000,1,15263580
2022,5,166742728,4000.000,1,15263594
2022,5,166742838,4700.000,1,15263616
2022,8,166743163,60000.000,9,15263697
2022,5,166743387,25600.000,1,15263766
2022,4,166743186,1000.000,1,15263708
2022,5,166743186,2500.000,1,15263709
2022,12,166743186,1000.000,1,15263710
2022,5,166743767,2000.000,1,15263875
2022,7,166743310,3000.000,9,15263748
2022,11,166743670,4000.000,9,15263840
2022,12,148388908,0.500,1,12665742
2022,5,151868901,2.000,3,13166841
2022,8,160575380,1.000,9,14419934
2022,8,160574819,30.000,9,14419732
2022,5,160574824,20.800,1,14419733
2022,5,162604577,5.100,1,14685691
2022,8,162604589,1.000,9,14685693
2022,12,155773784,0.500,1,13753634
2022,12,160509784,1.010,1,14405239
2022,5,160513573,1.000,1,14406517
2022,5,160513792,13.000,1,14406558
2022,16,148356180,2.000,9,12658556
2022,4,148363517,2.000,1,12660516
2022,12,148363526,0.100,1,12660521
2022,5,160517833,2.500,3,14407693
2022,2,148363610,0.400,1,12660548
2022,5,148363634,1.000,1,12660553
2022,12,148363558,1.300,1,12660533
2022,15,148363558,7.000,9,12660534
2022,5,148363532,20.000,1,12660523
2022,16,148363532,3.000,9,12660524
2022,12,148363551,8.400,1,12660531
2022,12,148363604,30.000,1,12660547
2022,5,148363622,8.200,4,12660549
2022,12,148363530,1.200,1,12660522
2022,2,148363716,0.200,1,12660563
2022,5,148363716,8.000,1,12660564
2022,5,148363807,29.700,1,12660585
2022,17,148363807,3.500,9,12660586
2022,5,148363565,5.000,1,12660535
2022,8,148363595,18.000,9,12660543
2022,12,148363575,1.000,1,12660542
2022,4,148363772,0.200,1,12660576
2022,2,151805230,0.500,1,13151564
2022,4,151805230,0.500,1,13151565
2022,12,151805230,1.000,1,13151566
2022,4,151805276,1.000,1,13151576
2022,16,151805276,10.000,9,13151577
2022,4,151805280,0.100,1,13151578
2022,15,151805280,2.500,9,13151579
2022,16,151805280,5050.000,9,13151580
2022,5,151805385,1.000,1,13151620
2022,5,151805267,13.000,1,13151575
2022,4,151805113,0.100,1,13151547
2022,5,151805113,0.500,1,13151548
2022,12,151805113,0.200,1,13151549
2022,1,151805370,0.500,1,13151618
2022,5,151805262,0.300,1,13151574
2022,2,151805307,0.200,1,13151594
2022,5,151805307,8.000,1,13151595
2022,12,151805307,25.160,1,13151596
2022,4,151805320,3.020,1,13151602
2022,8,151805320,3.000,1,13151603
2022,16,151805320,4.000,9,13151604
2022,4,151805343,2.200,1,13151610
2022,12,151805455,0.450,1,13151634
2022,5,151805395,6.000,1,13151622
2022,2,151805417,0.200,1,13151624
2022,12,151805436,0.500,1,13151628
2022,16,151805436,80.000,9,13151629
2022,4,151805471,6.300,1,13151637
2022,1,151805478,0.200,1,13151639
2022,4,151805488,1.000,1,13151646
2022,12,151805488,1.000,1,13151647
2022,15,151805488,8.000,9,13151648
2022,8,151805461,0.100,1,13151635
2022,2,151805479,0.100,1,13151642
2022,12,151805519,3.000,9,13151655
2022,5,151805431,3.000,1,13151626
2022,8,151805431,2.000,9,13151627
2022,4,151805524,0.500,1,13151656
2022,2,151805448,7.200,1,13151630
2022,5,151805448,28.400,1,13151631
2022,4,151805480,1.000,1,13151640
2022,12,151805480,1.000,1,13151641
2022,5,151805513,24.400,1,13151653
2022,5,151805541,1.000,1,13151661
2022,5,151805606,2.500,1,13151683
2022,2,151805451,0.500,1,13151632
2022,5,160518193,10.000,1,14407784
2022,5,160518238,7.000,1,14407793
2022,1,160518351,0.100,1,14407812
2022,2,160518351,1.000,1,14407813
2022,5,160518412,2.000,1,14407828
2022,5,160518400,17.500,1,14407826
2022,12,160518449,1.000,1,14407835
2022,5,160518502,17.700,3,14407848
2022,5,160518634,1.100,1,14407871
2022,12,160518634,1.500,1,14407872
2022,12,160518718,2.000,1,14407895
2022,4,160518526,3.000,1,14407852
2022,5,160518526,1.000,1,14407853
2022,12,160518640,0.250,1,14407874
2022,15,160518779,7.000,9,14407910
2022,4,160518884,0.100,1,14407928
2022,12,160518884,1.000,1,14407931
2022,12,160518968,0.500,1,14407954
2022,16,160518968,15.000,9,14407955
2022,5,160518686,4.000,1,14407883
2022,8,160518794,1.000,9,14407911
2022,2,160518938,1.000,1,14407942
2022,5,160518938,5.380,1,14407943
2022,5,160519012,4.500,1,14407970
2022,5,160518942,11.700,3,14407944
2022,4,160519045,0.100,1,14407978
2022,8,160519045,2.000,9,14407979
2022,12,160519045,0.100,1,14407980
2022,4,160518778,0.100,1,14407909
2022,5,160518832,0.500,1,14407923
2022,8,160518832,5.000,9,14407924
2022,5,160518992,14.000,1,14407960
2022,8,160518888,9.000,9,14407934
2022,4,160519112,1.000,1,14407990
2022,12,160519112,1.000,1,14407991
2022,17,160519598,1.000,1,14408080
2022,5,160519532,0.200,1,14408071
2022,12,160519532,0.500,1,14408072
2022,2,160519160,2.000,1,14408006
2022,5,160519160,3.300,1,14408007
2022,1,160519269,3.000,1,14408035
2022,8,160519269,3.000,1,14408036
2022,8,160519361,54.300,1,14408050
2022,5,160519441,5.000,1,14408062
2022,2,160519236,3.000,1,14408027
2022,5,160519236,0.050,1,14408028
2022,12,160519236,2.000,1,14408029
2022,12,160519244,1.300,1,14408032
2022,12,154477158,0.100,1,13560887
2022,5,154477257,53.700,1,13560913
2022,1,154477085,1.000,1,13560875
2022,5,154477093,1.800,3,13560877
2022,16,154477093,18.000,1,13560878
2022,5,155779223,5.000,1,13755333
2022,4,155779238,0.100,1,13755337
2022,8,155779238,0.050,1,13755338
2022,12,155779323,0.100,1,13755347
2022,5,155779333,1.000,1,13755349
2022,5,155779363,4.110,1,13755356
2022,5,155779360,11.520,3,13755355
2022,2,155779408,7.110,1,13755361
2022,5,155779408,30.770,1,13755362
2022,5,155779417,1.740,1,13755365
2022,12,155779417,13.700,1,13755366
2022,16,155779417,27.400,1,13755367
2022,5,155779276,10.000,1,13755344
2022,5,155779314,64.600,1,13755346
2022,5,155779336,3.000,1,13755350
2022,4,155779589,0.800,1,13755411
2022,5,155779433,5.330,1,13755371
2022,12,155779433,1.890,1,13755372
2022,16,155779433,3.000,9,13755373
2022,4,156666567,1.200,1,13871547
2022,5,156666567,2.000,1,13871548
2022,12,156666567,1.500,1,13871549
2022,5,156666479,8.000,1,13871521
2022,1,156666516,2.500,1,13871535
2022,5,156666518,8.000,1,13871537
2022,5,156666556,26.000,1,13871543
2022,5,156666542,1.000,1,13871539
2022,4,156666499,0.200,1,13871529
2022,1,160519466,7.100,1,14408065
2022,2,160519466,6.800,1,14408066
2022,16,160519650,13.000,9,14408092
2022,4,160519582,0.600,1,14408077
2022,8,160519582,1.500,1,14408078
2022,8,160519608,0.100,1,14408083
2022,12,160519608,0.100,1,14408084
2022,5,160519615,23.500,1,14408085
2022,5,160519651,13.500,1,14408093
2022,5,160519645,5.000,1,14408091
2022,5,160519692,5.500,1,14408097
2022,12,160519692,11.700,1,14408098
2022,5,160519772,0.010,1,14408107
2022,5,157583868,0.100,1,14008274
2022,12,157583868,10.200,1,14008275
2022,5,157583943,3.900,1,14008288
2022,4,157583955,2.400,1,14008292
2022,12,157583955,2.700,1,14008293
2022,5,157584009,14.000,1,14008297
2022,1,160519840,0.400,1,14408121
2022,5,160519880,14.000,1,14408132
2022,5,160519874,14.000,1,14408131
2022,8,160519947,1.000,1,14408162
2022,12,160519947,0.100,1,14408163
2022,5,160519897,16.700,1,14408143
2022,12,160519952,5.000,1,14408167
2022,5,160519882,1.049,4,14408133
2022,12,160519882,1.182,3,14408134
2022,5,160519976,26.580,1,14408173
2022,11,160519976,1.000,9,14408174
2022,4,160519997,1.000,1,14408184
2022,12,160519973,0.430,1,14408172
2022,5,160520004,2.200,3,14408185
2022,4,160520058,0.500,1,14408192
2022,1,160520087,13.000,1,14408203
2022,2,160520087,11.100,1,14408204
2022,5,160519927,4.000,3,14408158
2022,2,160520025,0.650,1,14408189
2022,1,160520045,0.130,1,14408190
2022,2,160520045,1.610,1,14408191
2022,5,162581821,1.020,3,14680216
2022,1,165490768,7.060,1,15075183
2022,2,160520072,2.000,1,14408199
2022,2,160520122,12.500,1,14408211
2022,8,160520122,24.500,1,14408212
2022,12,160520122,12.000,1,14408213
2022,5,162581859,23.900,1,14680226
2022,8,162581747,0.200,1,14680196
2022,5,162581812,126.890,1,14680214
2022,5,162581792,2.100,3,14680209
2022,16,162581792,3.300,3,14680210
2022,2,160507293,0.000,1,14404574
2022,5,165485397,500.000,1,15073409
2022,9,160565746,0.001,1,14417452
2022,5,160565924,6.000,1,14417485
2022,5,160565938,7.000,1,14417489
2022,8,160565966,5.000,9,14417501
2022,5,160565813,7.800,1,14417466
2022,5,160565850,32.000,1,14417474
2022,16,160504936,3.000,9,14403852
2022,5,160566094,64.000,1,14417522
2022,5,160504827,0.100,1,14403824
2022,5,160566106,4.700,3,14417525
2022,12,160504862,0.750,1,14403833
2022,5,160566144,2.000,9,14417534
2022,16,160504900,63.000,9,14403844
2022,5,160566390,0.370,1,14417586
2022,5,160566079,7.000,1,14417519
2022,5,160566091,34.000,4,14417521
2022,5,148356253,2.000,1,12658568
2022,5,160566101,8.000,7,14417523
2022,8,160566101,290.000,9,14417524
2022,16,148356253,2.000,9,12658569
2022,12,160504948,0.770,1,14403858
2022,5,160504970,3.000,1,14403863
2022,12,160504970,0.880,1,14403864
2022,5,162575614,30.000,1,14678538
2022,9,160566256,78.690,1,14417561
2022,4,147032648,0.001,1,12472058
2022,5,160566285,1.980,1,14417567
2022,5,147032648,1.400,4,12472059
2022,8,147032648,2.000,9,12472060
2022,4,160504886,1.000,1,14403841
2022,1,160566208,22.000,1,14417552
2022,2,160566208,11.000,1,14417553
2022,16,160566208,1.000,9,14417554
2022,12,160504886,3.800,1,14403842
2022,12,148356278,5.000,1,12658574
2022,5,160566147,1.000,1,14417535
2022,5,160566153,3.390,1,14417537
2022,5,160566266,6.000,1,14417564
2022,16,148356278,1.000,9,12658575
2022,5,162575625,41.180,1,14678542
2022,8,160566288,533.000,5,14417568
2022,8,162575625,6.000,9,14678543
2022,12,162575635,0.600,1,14678545
2022,5,160566166,3.000,1,14417539
2022,12,162575575,0.310,1,14678531
2022,5,160566175,9.330,1,14417540
2022,5,160566187,3.000,1,14417545
2022,4,162575583,2.100,1,14678533
2022,12,162575632,0.001,1,14678544
2022,5,160566205,7.000,1,14417551
2022,5,160566215,2.000,1,14417555
2022,8,162575649,0.500,9,14678551
2022,12,162575649,2.800,1,14678552
2022,4,162575673,0.100,1,14678557
2022,12,160566322,3.000,1,14417572
2022,5,162575686,0.001,1,14678560
2022,5,160566363,4.000,1,14417579
2022,8,162575616,2.000,9,14678539
2022,5,160566377,27.600,1,14417581
2022,8,162575624,0.500,1,14678541
2022,12,162575636,1.000,1,14678546
2022,5,160566257,10.000,4,14417562
2022,5,148356184,7.000,1,12658558
2022,5,160566264,14.000,1,14417563
2022,5,160566414,1.000,1,14417591
2022,12,147032653,0.001,1,12472064
2022,4,148356215,1.600,1,12658562
2022,5,160566433,4.200,1,14417600
2022,5,148356215,0.001,1,12658563
2022,12,148356264,1.100,1,12658571
2022,5,160566470,28.350,1,14417605
2022,2,160566473,13.000,1,14417607
2022,5,148356307,0.200,1,12658581
2022,5,148356320,1.620,1,12658586
2022,12,148356320,0.550,1,12658587
2022,16,148356320,11.000,9,12658588
2022,5,148356201,3.000,1,12658559
2022,4,151792748,0.300,1,13147316
2022,2,160566466,8.000,1,14417603
2022,1,160566425,27.000,1,14417595
2022,4,160566425,4.000,1,14417596
2022,12,160566425,19.000,1,14417597
2022,12,160566431,0.010,1,14417599
2022,12,151792639,1.000,1,13147282
2022,5,160566538,2.000,9,14417616
2022,5,160566538,4.000,1,14417617
2022,4,151792672,0.100,1,13147295
2022,5,160566547,4.000,1,14417621
2022,8,151792744,2.000,9,13147314
2022,5,160566551,48.000,4,14417622
2022,8,160566551,8.000,9,14417623
2022,5,151792785,1.000,1,13147330
2022,5,160566572,52.000,1,14417625
2022,12,151792516,0.001,1,13147251
2022,5,151792636,4.000,1,13147280
2022,5,160566468,34.000,4,14417604
2022,5,160566471,95.000,1,14417606
2022,5,160566500,51.000,4,14417610
2022,8,151792673,12.000,9,13147296
2022,12,151792673,0.560,1,13147297
2022,4,151792859,0.700,1,13147360
2022,15,160566523,24.000,5,14417613
2022,8,151792859,0.300,1,13147361
2022,5,151792831,2.000,1,13147350
2022,5,160566589,24.000,1,14417629
2022,12,151792831,0.500,1,13147351
2022,5,151792659,47.000,1,13147290
2022,5,160566604,11.000,1,14417634
2022,5,160566599,28.000,1,14417631
2022,8,151792659,2.000,9,13147291
2022,8,151792758,2.000,9,13147320
2022,5,160566648,22.000,4,14417645
2022,1,160566662,1.000,1,14417647
2022,2,151792693,1.000,1,13147304
2022,4,151792882,0.100,1,13147370
2022,5,160566687,30.000,4,14417650
2022,13,160566687,2.000,9,14417651
2022,5,160566695,2.000,1,14417652
2022,8,151792882,36.000,9,13147371
2022,12,151792612,0.400,1,13147271
2022,12,151792638,4.200,1,13147281
2022,5,151792912,0.200,1,13147380
2022,8,160566705,5.000,9,14417653
2022,5,160566725,1.000,3,14417656
2022,5,160566748,25.000,1,14417660
2022,5,160566780,1.000,1,14417665
2022,12,151792850,0.001,1,13147356
2022,5,160566808,6.000,1,14417670
2022,5,160566823,8.710,1,14417675
2022,8,160566823,65.000,1,14417676
2022,5,160566868,15.000,1,14417690
2022,5,160566829,3.500,1,14417678
2022,5,160566845,55.000,1,14417683
2022,5,160566893,0.003,3,14417692
2022,12,151792876,0.500,1,13147367
2022,5,160566907,20.730,1,14417694
2022,12,151792996,0.100,1,13147406
2022,4,160566941,4.000,1,14417706
2022,4,160566941,10.000,5,14417707
2022,16,151792996,2.000,9,13147407
2022,12,151792684,0.100,1,13147302
2022,5,160566915,9.000,1,14417695
2022,5,151792725,19.000,1,13147312
2022,4,151792757,4.900,1,13147318
2022,5,160566834,12.500,1,14417679
2022,16,151792757,1.000,9,13147319
2022,4,151792851,0.100,1,13147357
2022,5,160566850,16.780,1,14417686
2022,5,151792877,0.200,1,13147368
2022,12,151792877,0.300,1,13147369
2022,12,151792928,2.500,1,13147381
2022,16,151792928,3.000,9,13147382
2022,8,151792956,2.000,9,13147393
2022,4,151792669,1.200,1,13147293
2022,12,151792669,0.500,1,13147294
2022,12,151792825,0.110,1,13147346
2022,12,151792894,0.800,1,13147374
2022,5,160567200,5.000,1,14417795
2022,4,147032694,0.100,1,12472073
2022,5,160567078,7.000,1,14417745
2022,6,147032694,2.000,9,12472074
2022,16,147032694,8.000,9,12472075
2022,5,151792817,9.000,1,13147344
2022,5,160567090,11.000,1,14417751
2022,5,160567099,228.860,1,14417755
2022,5,160566933,14.000,1,14417701
2022,8,160566933,2.000,1,14417702
2022,16,151792845,3.000,9,13147355
2022,12,160567022,11.420,4,14417729
2022,4,151792993,0.770,1,13147404
2022,5,160567109,1.000,3,14417761
2022,5,160567123,2.300,1,14417763
2022,12,151792993,0.200,1,13147405
2022,4,147032718,0.830,1,12472082
2022,5,160567104,20.000,1,14417758
2022,5,151792745,0.200,1,13147315
2022,5,160567110,7.000,1,14417762
2022,5,151792793,0.100,1,13147334
2022,5,160567244,7.000,9,14417809
2022,12,151792793,0.500,1,13147335
2022,5,151792832,8.500,1,13147352
2022,5,151792789,823.000,1,13147332
2022,5,160567278,0.006,3,14417818
2022,12,151792789,3.230,1,13147333
2022,6,151792834,30.000,9,13147353
2022,16,151792906,12.000,9,13147379
2022,13,160567038,20.000,9,14417732
2022,5,148356208,0.001,1,12658560
2022,5,160567122,6.300,1,14417764
2022,5,148356235,0.001,1,12658565
2022,8,151792781,1.500,9,13147329
2022,5,160567161,372.000,1,14417774
2022,12,151792865,0.800,1,13147362
2022,5,160567178,4.000,1,14417786
2022,5,160567132,55.000,1,14417766
2022,4,151792992,2.500,1,13147401
2022,5,160567176,41.500,4,14417783
2022,11,151792992,0.700,1,13147402
2022,12,151792992,0.560,1,13147403
2022,5,160567183,3.700,4,14417788
2022,5,151793064,0.750,1,13147425
2022,5,160567138,92.000,4,14417769
2022,5,160567263,1.000,1,14417812
2022,12,151793064,0.500,1,13147426
2022,4,151793101,7.000,1,13147437
2022,12,151793101,30.000,1,13147438
2022,5,160567162,2.500,1,14417775
2022,12,151792947,0.280,1,13147390
2022,5,160567174,4.750,1,14417780
2022,5,160567181,8.000,1,14417787
2022,5,160567189,29.000,4,14417789
2022,5,160567194,4.000,1,14417791
2022,5,160567202,36.000,4,14417796
2022,5,151793071,0.020,1,13147428
2022,5,160567204,76.000,1,14417797
2022,8,160567204,16.000,1,14417798
2022,12,151793071,0.370,1,13147429
2022,4,151793168,0.460,1,13147453
2022,12,151793168,2.140,1,13147454
2022,5,151793010,0.001,1,13147413
2022,5,160567235,6.500,3,14417803
2022,12,147032577,0.500,1,12472039
2022,5,151793139,1.000,1,13147446
2022,12,151792934,0.100,1,13147384
2022,5,151793062,0.001,1,13147424
2022,5,160567392,11.000,4,14417837
2022,5,160567330,1.000,3,14417829
2022,5,151793091,8.000,1,13147433
2022,5,160567412,23.000,4,14417842
2022,16,148356342,2.000,9,12658593
2022,5,160567337,43.000,4,14417831
2022,5,160567347,2.410,1,14417832
2022,5,160567353,90.000,1,14417833
2022,5,151792976,0.200,1,13147398
2022,5,160567389,26440.000,1,14417836
2022,5,151793098,3.000,1,13147436
2022,5,160567439,5.500,1,14417850
2022,12,151793136,1.000,1,13147445
2022,5,148356410,3.000,10,12658612
2022,5,160567516,4.000,1,14417866
2022,5,148356410,4.000,3,12658613
2022,11,148356410,3.200,1,12658614
2022,4,151793104,1.700,1,13147440
2022,5,160567642,0.001,3,14417892
2022,5,160567652,3.000,1,14417893
2022,5,160567594,5.000,1,14417885
2022,5,160567609,1513.000,1,14417887
2022,5,151793241,3.320,1,13147479
2022,5,162600915,3.500,1,14684857
2022,5,162600904,22.000,3,14684852
2022,5,162600980,2.400,3,14684878
2022,12,151793241,0.650,1,13147480
2022,5,154469442,0.001,1,13558436
2022,5,162600938,2.000,4,14684861
2022,16,151793279,3.000,9,13147487
2022,5,162600941,28.290,1,14684863
2022,5,162600971,53.900,1,14684872
2022,4,151792935,0.530,1,13147385
2022,5,162600977,5.000,1,14684876
2022,12,162600977,1.000,1,14684877
2022,5,151792935,1.000,1,13147386
2022,5,160505026,0.001,1,14403888
2022,16,160505026,0.500,9,14403889
2022,5,162600944,18.000,4,14684864
2022,4,151792990,0.100,1,13147400
2022,12,162600959,1.000,1,14684869
2022,5,154469483,8.450,1,13558444
2022,5,162600958,9.000,1,14684868
2022,5,162600972,4.000,1,14684873
2022,5,162601038,23.720,1,14684890
2022,15,162601072,10.000,9,14684900
2022,5,154469589,0.001,1,13558464
2022,8,162600994,4.000,9,14684882
2022,4,154469487,9.100,1,13558447
2022,8,154469487,2.000,5,13558448
2022,12,154469487,3.070,1,13558449
2022,4,148356341,0.800,1,12658591
2022,5,162601061,13.000,1,14684895
2022,12,148356341,1.600,1,12658592
2022,5,148356354,15.000,1,12658596
2022,12,154469502,0.001,1,13558451
2022,16,154469502,38.000,9,13558452
2022,12,154469511,0.010,1,13558453
2022,5,154469484,6.390,1,13558445
2022,12,154469484,0.620,1,13558446
2022,5,154469496,14.000,1,13558450
2022,4,154469512,0.940,1,13558454
2022,12,154469512,1.400,1,13558455
2022,5,154469630,1.000,1,13558472
2022,12,154469630,10.000,9,13558473
2022,16,154469630,14.000,9,13558474
2022,4,154469647,14.680,1,13558477
2022,12,154469647,25.040,1,13558478
2022,12,154469660,0.250,1,13558483
2022,12,154469679,1.000,1,13558484
2022,4,148356396,0.200,1,12658605
2022,4,154469690,0.600,1,13558488
2022,5,154469690,2.000,1,13558489
2022,8,154469690,4.000,9,13558490
2022,8,154469758,1.000,9,13558509
2022,12,154469758,1.350,1,13558510
2022,12,154469585,3.680,1,13558463
2022,8,154469606,2.000,9,13558468
2022,5,148356249,1.500,1,12658566
2022,5,154469609,1.000,1,13558469
2022,12,154469612,0.190,1,13558470
2022,5,154469572,0.001,1,13558462
2022,4,148356280,1.000,1,12658577
2022,12,148356280,0.300,1,12658578
2022,8,154469748,0.380,1,13558506
2022,12,154469748,1.720,1,13558507
2022,5,154469803,0.100,1,13558524
2022,12,154469832,0.500,1,13558537
2022,12,154469591,0.580,1,13558465
2022,5,154469602,2.590,1,13558466
2022,12,154469602,0.700,1,13558467
2022,5,154469651,1.610,1,13558480
2022,12,154469651,4.150,1,13558481
2022,16,154469681,10.000,9,13558485
2022,12,154469645,1.390,1,13558476
2022,5,154469775,18.250,1,13558517
2022,5,154469683,1.000,1,13558486
2022,5,154470413,68.000,1,13558692
2022,8,154470413,26.000,9,13558693
2022,5,154469746,2.000,1,13558504
2022,12,154469746,3.500,1,13558505
2022,5,151869607,10.000,1,13167086
2022,16,154469784,13.000,9,13558518
2022,4,148356327,0.100,1,12658589
2022,5,151869662,10.000,1,13167104
2022,8,154469905,6.000,9,13558554
2022,5,154509650,10.000,1,13568262
2022,5,154509689,10.000,1,13568277
2022,4,154469703,8.840,1,13558493
2022,5,154509706,10.000,1,13568280
2022,5,154509462,10.000,1,13568219
2022,5,154469703,0.001,1,13558494
2022,12,154469742,50.600,1,13558502
2022,5,154509481,10.000,1,13568225
2022,5,154509507,1.000,1,13568231
2022,5,154471755,18.280,1,13559199
2022,5,154509587,10.000,1,13568243
2022,5,154509605,10.000,1,13568248
2022,5,154509627,10.000,1,13568253
2022,12,154471755,1.660,1,13559200
2022,5,154509651,10.000,1,13568263
2022,4,154472026,0.280,1,13559278
2022,5,154509675,10.000,1,13568267
2022,5,154509685,10.000,1,13568273
2022,5,154509698,10.000,1,13568279
2022,5,154509712,10.000,1,13568281
2022,5,154509735,10.000,1,13568291
2022,12,154472026,0.600,1,13559279
2022,5,154471903,0.500,1,13559250
2022,5,155812414,10.000,1,13761938
2022,8,154471903,1.000,9,13559251
2022,5,155812443,10.000,1,13761945
2022,12,154471903,0.770,1,13559252
2022,12,154469722,0.001,1,13558499
2022,12,154469735,1.400,1,13558501
2022,5,155812473,10.000,1,13761952
2022,12,154469805,0.530,1,13558526
2022,5,156689269,10.000,1,13876746
2022,5,156689291,10.000,1,13876749
2022,5,156689300,10.000,1,13876752
2022,5,157607281,10.000,1,14013233
2022,5,157607301,10.000,1,14013235
2022,16,154469805,20.000,9,13558527
2022,5,154469774,7.000,1,13558516
2022,12,154469800,0.200,1,13558521
2022,12,154469823,1.500,1,13558536
2022,12,148356361,0.700,1,12658600
2022,12,154469872,0.560,1,13558549
