data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,186810471,
2022,41,186810497,
2022,41,186810714,
2022,41,186810778,
2022,41,186810677,
2022,41,186810921,
2022,41,186810599,
2022,41,186810636,
2022,41,186810719,
2022,41,186810643,
2022,41,186810644,
2022,41,194832155,
2022,41,186810720,
2022,41,186810793,
2022,41,186810832,
2022,3,186810906,
2022,41,194832258,
2022,41,186811080,
2022,41,188540601,
2022,41,186810830,
2022,31,186810902,
2022,41,197577821,
2022,38,188540879,
2022,41,189722090,
2022,3,188540650,
2022,41,188540904,
2022,31,188540802,
2022,31,189722119,
2022,32,188540856,
2022,41,194832267,
2022,41,203040604,
2022,41,188540962,
2022,32,188540939,
2022,41,188541049,
2022,41,188540770,
2022,32,188541094,
2022,31,188540857,
2022,41,188540857,
2022,41,194832308,
2022,39,188541128,
2022,41,194832202,
2022,41,188541075,
2022,41,188541208,
2022,21,188541260,
2022,41,188541260,
2022,38,188541260,
2022,38,188541101,
2022,41,188541156,
2022,41,189722210,
2022,41,190927951,
2022,31,194832275,
2022,7,188541304,
2022,41,188541215,
2022,38,201399336,
2022,41,188541311,
2022,41,188541365,
2022,41,189722180,
2022,41,189722206,
2022,31,189722198,
2022,41,189722214,
2022,41,189722227,
2022,41,190928150,
2022,41,189722101,
2022,31,189722114,
2022,41,189722153,
2022,41,189722319,
2022,41,189722341,
2022,41,189722316,
2022,41,189722354,
2022,41,194832358,
2022,38,189722355,
2022,41,189722267,
2022,3,190928025,
2022,41,203040651,
2022,32,189722277,
2022,5,190928174,
2022,41,189722350,
2022,21,190928031,
2022,41,190928056,
2022,41,189722490,
2022,41,190927898,
2022,41,190927976,
2022,41,190928089,
2022,41,190928130,
2022,41,190928188,
2022,41,190928152,
2022,41,190928208,
2022,41,190928058,
2022,41,190928309,
2022,41,190928149,
2022,21,190928197,
2022,41,190928268,
2022,38,190928268,
2022,41,190928086,
2022,31,190928489,
2022,31,190928556,
2022,41,190928238,
2022,41,194833138,
2022,41,190928412,
2022,41,194832524,
2022,41,190928621,
2022,41,194832529,
2022,41,194832836,
2022,41,194832867,
2022,41,190928457,
2022,41,190928813,
2022,41,190928842,
2022,41,190928456,
2022,3,194832550,
2022,41,194832566,
2022,38,194832810,
2022,41,194832815,
2022,41,194832735,
2022,41,194832743,
2022,41,194832685,
2022,41,194832764,
2022,41,197577977,
2022,21,198525730,
2022,21,198525733,
2022,41,194832806,
2022,31,194832897,
2022,41,194832902,
2022,41,194832906,
2022,7,194832916,
2022,41,194832882,
2022,41,194832883,
2022,41,194832890,
2022,41,194832896,
2022,41,194832869,
2022,41,194832986,
2022,3,194832987,
2022,3,194833007,
2022,41,194833013,
2022,41,194833205,
2022,31,194833206,
2022,41,194833452,
2022,41,194833052,
2022,41,194833055,
2022,41,194833061,
2022,41,194833062,
2022,3,197577826,
2022,41,194833072,
2022,41,194833164,
2022,41,194833166,
2022,41,194833167,
2022,21,194833171,
2022,41,194833174,
2022,38,194833178,
2022,41,194833433,
2022,1,201399486,
2022,1,194833657,
2022,41,203041497,
2022,3,203040627,
2022,3,194833670,
2022,41,194833676,
2022,41,194833282,
2022,3,194833284,
2022,1,197577861,
2022,41,203040658,
2022,41,194833351,
2022,41,194833355,
2022,41,194833736,
2022,41,194833372,
2022,31,197577905,
2022,31,194833531,
2022,41,194833548,
2022,41,194833576,
2022,41,194833586,
2022,3,194833592,
2022,41,197577921,
2022,41,194833499,
2022,31,194833502,
2022,41,194833680,
2022,41,194833682,
2022,41,194833569,
2022,3,197578073,
2022,41,194833642,
2022,38,194833642,
2022,38,194833615,
2022,41,194833620,
2022,41,194833628,
2022,41,194833631,
2022,41,194833699,
2022,41,197577879,
2022,41,197577892,
2022,41,197577910,
2022,31,197577936,
2022,41,197577936,
2022,41,197577993,
2022,41,197578011,
2022,41,197578094,
2022,41,197578143,
2022,41,197577963,
2022,3,197578071,
2022,41,197578144,
2022,3,197578190,
2022,41,197579526,
2022,41,197578036,
2022,41,197578286,
2022,38,183268905,
2022,41,201399983,
2022,41,201400808,
2022,41,203041005,
2022,41,201412115,
2022,41,178691252,
2022,38,178691252,
2022,41,176915695,
2022,3,176915461,
2022,41,176915694,
2022,41,178691324,
2022,38,178691324,
2022,41,178691230,
2022,9,178691267,
2022,41,178691314,
2022,41,178691365,
2022,41,178691204,
2022,41,183284753,
2022,41,178691473,
2022,41,183284965,
2022,41,183285186,
2022,41,189728160,
2022,41,183284961,
2022,41,183285136,
2022,3,183285076,
2022,21,197585157,
2022,41,183285234,
2022,31,183285087,
2022,41,183285101,
2022,41,201412208,
2022,41,201412209,
2022,21,183285110,
2022,31,183285110,
2022,21,183285111,
2022,31,183285111,
2022,3,183285227,
2022,41,183285252,
2022,41,186817014,
2022,31,190934242,
2022,41,186816835,
2022,31,186817084,
2022,32,186817171,
2022,41,186817171,
2022,41,186816898,
2022,41,190934276,
2022,38,190934276,
2022,41,186817180,
2022,41,188549899,
2022,41,186817436,
2022,41,197585316,
2022,41,194849599,
2022,41,186817651,
2022,3,194849603,
2022,41,194849603,
2022,41,186817619,
2022,41,186817463,
2022,41,194849608,
2022,41,186817597,
2022,41,194849721,
2022,41,186817767,
2022,41,186817768,
2022,38,186817768,
2022,41,186817515,
2022,32,186817561,
2022,41,186817586,
2022,38,186817617,
2022,3,194849724,
2022,21,186817555,
2022,21,186817556,
2022,41,186817734,
2022,3,186817858,
2022,38,186817890,
2022,3,186817795,
2022,41,186817815,
2022,38,186817823,
2022,3,188550053,
2022,38,201412057,
2022,41,186817889,
2022,32,186817913,
2022,41,186817784,
2022,41,186817813,
2022,21,186817830,
2022,41,186817861,
2022,41,188549907,
2022,41,188549913,
2022,41,197585130,
2022,41,188550045,
2022,31,194849673,
2022,41,198534192,
2022,41,188550426,
2022,38,188550426,
2022,31,188550021,
2022,41,188550204,
2022,41,188550230,
2022,38,188550230,
2022,41,190934253,
2022,21,188550293,
2022,41,188550258,
2022,41,188550094,
2022,41,188550229,
2022,41,189728191,
2022,41,188550119,
2022,41,189728358,
2022,38,189728200,
2022,41,189728236,
2022,3,190934351,
2022,41,190934446,
2022,38,189728415,
2022,41,189728505,
2022,41,189728539,
2022,41,189728453,
2022,41,190934418,
2022,41,201411999,
2022,41,190934565,
2022,41,190934382,
2022,41,190934409,
2022,41,194849803,
2022,41,194849809,
2022,41,194849882,
2022,21,194849951,
2022,41,197585654,
2022,41,194849962,
2022,41,194850110,
2022,41,194850025,
2022,41,194850717,
2022,31,194850051,
2022,41,194850440,
2022,21,194850174,
2022,21,194850175,
2022,32,197585521,
2022,41,194850291,
2022,21,198534380,
2022,31,198534380,
2022,41,201412247,
2022,41,201413130,
2022,3,197585285,
2022,41,197585301,
2022,38,201413555,
2022,3,197585431,
2022,41,197585403,
2022,41,197585429,
2022,31,197585475,
2022,41,203045362,
2022,41,194868433,
2022,21,189736061,
2022,41,189736061,
2022,32,189735930,
2022,41,189735959,
2022,41,189735933,
2022,41,189735976,
2022,3,190944788,
2022,21,190944384,
2022,41,190944384,
2022,41,190944432,
2022,41,190944539,
2022,38,194868474,
2022,41,194868427,
2022,38,194868496,
2022,31,194868588,
2022,41,194868589,
2022,38,194868589,
2022,41,194870194,
2022,41,194870203,
2022,38,194870203,
2022,41,194869074,
2022,41,194869077,
2022,41,194868881,
2022,41,194868886,
2022,41,194868800,
2022,21,194868803,
2022,31,194868845,
2022,21,194868889,
2022,38,194868894,
2022,41,194868897,
2022,41,194870389,
2022,41,194868925,
2022,41,194868933,
2022,3,194868935,
2022,41,197595333,
2022,37,197595333,
2022,41,183333873,
2022,41,178718584,
2022,41,176935613,
2022,3,178718658,
2022,5,176935687,
2022,41,176935748,
2022,3,178718715,
2022,41,176935808,
2022,41,176935929,
2022,32,183333927,
2022,41,176935939,
2022,41,183334560,
2022,3,176935897,
2022,41,176935749,
2022,41,198547572,
2022,38,178718812,
2022,41,178718883,
2022,41,178718514,
2022,41,178718929,
2022,41,183334012,
2022,38,183334012,
2022,32,178718640,
2022,41,189744015,
2022,41,178718729,
2022,38,183334204,
2022,41,178718653,
2022,3,183334228,
2022,41,178718724,
2022,41,178718845,
2022,41,186842947,
2022,41,186842948,
2022,41,183334414,
2022,5,183334122,
2022,21,183334229,
2022,9,183334215,
2022,41,183334313,
2022,41,183334564,
2022,41,183334506,
2022,41,183334436,
2022,42,183334637,
2022,41,183334677,
2022,41,183334437,
2022,41,183334497,
2022,41,183334770,
2022,41,186842498,
2022,3,189744092,
2022,41,183334685,
2022,41,183334847,
2022,3,183334869,
2022,3,183334871,
2022,32,197604072,
2022,41,183334956,
2022,41,183334687,
2022,41,183335023,
2022,21,183335117,
2022,41,183334718,
2022,41,183334915,
2022,42,186842445,
2022,41,183334780,
2022,38,183334888,
2022,42,183334946,
2022,34,183334755,
2022,34,183334828,
2022,41,183334932,
2022,32,183334933,
2022,41,183334786,
2022,3,183334969,
2022,3,183334970,
2022,41,183334994,
2022,41,183334973,
2022,38,183334973,
2022,41,183335000,
2022,3,183335025,
2022,41,183335172,
2022,32,183335275,
2022,3,183335004,
2022,41,183335259,
2022,41,183335295,
2022,32,189743948,
2022,41,183335294,
2022,41,183335392,
2022,41,183335189,
2022,41,183335158,
2022,41,183335183,
2022,41,183335188,
2022,38,183335188,
2022,41,183335236,
2022,32,186842573,
2022,41,186842573,
2022,41,183335334,
2022,41,189743971,
2022,42,189743995,
2022,37,189743996,
2022,41,183335250,
2022,3,183335251,
2022,41,186842532,
2022,41,183335449,
2022,41,183335450,
2022,38,183335280,
2022,3,183335405,
2022,41,185038791,
2022,38,185038952,
2022,41,185039147,
2022,41,183335619,
2022,41,185039182,
2022,41,185039235,
2022,41,186842591,
2022,21,185039222,
2022,41,183335498,
2022,41,185039124,
2022,21,185039265,
2022,41,186842566,
2022,1,183335589,
2022,21,194891495,
2022,3,194891496,
2022,21,194891496,
2022,41,185039220,
2022,3,189743968,
2022,41,189743969,
2022,3,189743970,
2022,41,185039768,
2022,41,185039799,
2022,3,186842806,
2022,41,185039746,
2022,41,189744069,
2022,41,186842726,
2022,39,183335584,
2022,3,194890063,
2022,41,186843011,
2022,21,186843001,
2022,41,186843055,
2022,38,186843055,
2022,41,185039754,
2022,41,186843004,
2022,41,186842823,
2022,41,186843347,
2022,38,186843347,
2022,38,186843363,
2022,3,186842874,
2022,41,185039918,
2022,41,186842904,
2022,7,186842927,
2022,41,186842963,
2022,41,186843046,
2022,21,186843351,
2022,41,189744077,
2022,41,186843052,
2022,31,186843745,
2022,41,201445869,
2022,41,189744057,
2022,38,189744093,
2022,31,186843319,
2022,41,186843320,
2022,41,186843195,
2022,41,186843244,
2022,42,190952747,
2022,41,194890135,
2022,41,186843332,
2022,3,186843273,
2022,41,186843301,
2022,41,186843469,
2022,41,186843509,
2022,41,186843543,
2022,41,186843770,
2022,41,189744179,
2022,38,189744179,
2022,41,186844668,
2022,41,186843547,
2022,41,186843888,
2022,42,186843573,
2022,41,186843574,
2022,41,186843600,
2022,32,186843673,
2022,41,186843759,
2022,38,186843825,
2022,38,186843845,
2022,41,186843702,
2022,38,186843702,
2022,41,186843771,
2022,41,186843824,
2022,38,186843824,
2022,41,194890210,
2022,38,194890210,
2022,41,186843900,
2022,41,186843901,
2022,41,186843865,
2022,31,189744424,
2022,41,189744424,
2022,31,189744192,
2022,41,189744192,
2022,41,189744241,
2022,41,189744503,
2022,41,189744251,
2022,41,189744425,
2022,41,189744446,
2022,41,189744269,
2022,38,189744269,
2022,36,189744536,
2022,3,189744626,
2022,3,189744627,
2022,3,189744629,
2022,41,189744402,
2022,41,189744432,
2022,3,189744465,
2022,41,189744511,
2022,3,189744564,
2022,41,189744784,
2022,41,189744484,
2022,41,189744515,
2022,41,189744516,
2022,41,189744545,
2022,38,189744545,
2022,21,189744570,
2022,41,189744632,
2022,41,189744825,
2022,41,190953082,
2022,38,190953082,
2022,41,189744858,
2022,38,189744805,
2022,41,189744835,
2022,41,189744609,
2022,41,189744680,
2022,41,197603918,
2022,3,197603972,
2022,38,194890377,
2022,41,189744684,
2022,41,189744852,
2022,41,189744916,
2022,41,201445860,
2022,41,201445797,
2022,41,201445823,
2022,41,189744766,
2022,5,201446119,
2022,41,189744869,
2022,3,189744895,
2022,3,189744896,
2022,37,189744896,
2022,41,189744933,
2022,38,189745036,
2022,41,190952918,
2022,38,197603987,
2022,21,189745057,
2022,41,194890444,
2022,41,189744966,
2022,38,203066491,
2022,42,194890513,
2022,21,189745127,
2022,41,189745128,
2022,21,190953186,
2022,41,189745106,
2022,41,190953249,
2022,41,190953279,
2022,41,190953346,
2022,41,190953506,
2022,38,190953559,
2022,41,190953293,
2022,42,190953595,
2022,41,190953546,
2022,21,190953704,
2022,38,190953376,
2022,38,190953380,
2022,42,190953392,
2022,38,190953584,
2022,41,190953627,
2022,41,190953626,
2022,3,190953896,
2022,41,190953623,
2022,41,190953905,
2022,38,190953966,
2022,42,197603944,
2022,38,194890715,
2022,41,190954129,
2022,41,190954158,
2022,41,190953830,
2022,41,194890759,
2022,38,194891400,
2022,38,194890868,
2022,3,198547853,
2022,38,194890948,
2022,41,194890953,
2022,42,197603895,
2022,41,194891159,
2022,41,194891169,
2022,39,198547904,
2022,41,194891212,
2022,41,201446622,
2022,3,194891352,
2022,41,194891368,
2022,38,194891376,
2022,41,194891437,
2022,31,198547792,
2022,41,198547843,
2022,41,194891512,
2022,21,194891515,
2022,41,197603945,
2022,41,194891834,
2022,41,194891575,
2022,41,201446005,
2022,41,201446006,
2022,3,194892486,
2022,41,194891596,
2022,41,194891665,
2022,41,194891670,
2022,38,194891670,
2022,41,194891674,
2022,42,197603940,
2022,38,194891691,
2022,41,197603922,
2022,41,197603968,
2022,3,198547880,
2022,3,198547883,
2022,21,194891733,
2022,41,194891745,
2022,38,194891746,
2022,41,197604338,
2022,41,194891816,
2022,41,194891817,
2022,41,201446068,
2022,3,197604109,
2022,5,197604109,
2022,3,194891863,
2022,31,197604203,
2022,41,197604241,
2022,41,197604297,
2022,41,194892718,
2022,38,194892718,
2022,41,197604213,
2022,41,197604231,
2022,3,197604233,
2022,41,197604282,
2022,41,197604222,
2022,41,197604388,
2022,41,194891879,
2022,38,197604439,
2022,3,197604538,
2022,41,198547976,
2022,41,197604790,
2022,41,197604456,
2022,41,198548197,
2022,41,197604626,
2022,41,197604677,
2022,31,197604741,
2022,41,198548061,
2022,3,197604695,
2022,41,198548134,
2022,41,197604657,
2022,21,197604805,
2022,41,197604811,
2022,41,197604686,
2022,3,197604780,
2022,41,197605054,
2022,41,197605144,
2022,41,197604813,
2022,32,197604951,
2022,41,197604993,
2022,42,201446362,
2022,41,201446545,
2022,38,183228489,
2022,41,194807526,
2022,3,190918284,
2022,1,190918581,
2022,1,190918466,
2022,3,190918606,
2022,3,194807679,
2022,3,194807742,
2022,3,194807479,
2022,41,189734746,
2022,41,176926687,
2022,41,183307221,
2022,41,183307282,
2022,41,183307299,
2022,41,178704627,
2022,41,183307207,
2022,38,183307238,
2022,41,183307164,
2022,41,183307293,
2022,41,183307222,
2022,41,183307255,
2022,41,183307229,
2022,41,183307294,
2022,41,183307454,
2022,41,183307505,
2022,38,183307505,
2022,41,183307332,
2022,41,183307590,
2022,41,194862931,
2022,21,183307367,
2022,32,183307395,
2022,1,194863694,
2022,41,183307437,
2022,31,183307450,
2022,41,183307465,
2022,41,183307580,
2022,3,183307371,
2022,41,183307406,
2022,41,183307420,
2022,3,183307756,
2022,41,183307433,
2022,41,183307446,
2022,3,183307453,
2022,41,185024318,
2022,38,183307500,
2022,41,183307529,
2022,41,183307540,
2022,41,183307610,
2022,41,183307777,
2022,41,183307511,
2022,41,183307560,
2022,41,183307583,
2022,41,183307601,
2022,41,183307476,
2022,41,183307655,
2022,41,183307686,
2022,41,183307483,
2022,41,183307484,
2022,21,183307596,
2022,31,183307657,
2022,41,183307578,
2022,41,183307652,
2022,41,183307667,
2022,38,183307725,
2022,38,185024581,
2022,38,197592512,
2022,41,185024273,
2022,41,185024326,
2022,38,185024381,
2022,31,183307638,
2022,41,185024436,
2022,41,185024484,
2022,41,185024637,
2022,41,183307759,
2022,41,189734852,
2022,41,186824831,
2022,41,185024803,
2022,31,185024423,
2022,32,185024807,
2022,41,185024452,
2022,41,185024602,
2022,41,185024603,
2022,41,194862608,
2022,3,185024769,
2022,41,185024785,
2022,41,185024836,
2022,41,185024464,
2022,41,185024513,
2022,41,185024507,
2022,38,186824888,
2022,41,194862610,
2022,41,185024618,
2022,41,185024784,
2022,41,185024821,
2022,41,185024656,
2022,41,186824998,
2022,31,188561468,
2022,1,185024744,
2022,41,185024767,
2022,41,188561496,
2022,41,188561497,
2022,3,194862665,
2022,41,188561706,
2022,1,186825071,
2022,41,188561364,
2022,41,186825136,
2022,38,189734812,
2022,32,188561621,
2022,38,188561482,
2022,41,188561648,
2022,42,188561815,
2022,39,194862677,
2022,41,186825077,
2022,41,189734878,
2022,41,189734918,
2022,41,188561666,
2022,41,188561832,
2022,31,188561524,
2022,41,188561524,
2022,31,189734805,
2022,41,188561747,
2022,41,188561792,
2022,7,194863999,
2022,41,188561858,
2022,41,189734879,
2022,38,189735028,
2022,41,188562115,
2022,41,189734935,
2022,3,188561745,
2022,41,194862720,
2022,41,188562189,
2022,41,188562046,
2022,41,188562244,
2022,41,190942675,
2022,41,189734914,
2022,41,189735061,
2022,41,189735114,
2022,41,189735088,
2022,42,189735158,
2022,3,190942753,
2022,41,190942754,
2022,41,197592593,
2022,41,190942584,
2022,41,189735162,
2022,41,189735212,
2022,41,190942659,
2022,41,189735053,
2022,41,189735081,
2022,41,190942690,
2022,41,197592411,
2022,41,189735278,
2022,41,190942951,
2022,42,203050791,
2022,41,190943090,
2022,3,189735119,
2022,41,190942913,
2022,41,190942799,
2022,41,190943053,
2022,41,194862788,
2022,41,190942760,
2022,42,190942991,
2022,41,190943155,
2022,41,194862802,
2022,32,190943232,
2022,41,190943233,
2022,38,194862812,
2022,41,194862830,
2022,41,190943120,
2022,38,190943215,
2022,41,190943355,
2022,38,190942972,
2022,38,190943024,
2022,39,194862923,
2022,41,194862927,
2022,31,190943223,
2022,38,190943161,
2022,41,190943183,
2022,41,190943314,
2022,41,194862907,
2022,3,194862911,
2022,39,194862903,
2022,41,194862904,
2022,41,194862905,
2022,38,190943365,
2022,41,201420796,
2022,41,197592412,
2022,41,194862975,
2022,41,194863118,
2022,41,194863123,
2022,41,194863130,
2022,31,194863134,
2022,41,194863180,
2022,41,194862998,
2022,41,194863000,
2022,41,194863005,
2022,38,194863074,
2022,42,194863274,
2022,41,194863343,
2022,41,198539436,
2022,41,198539630,
2022,41,194863264,
2022,42,194863275,
2022,41,194863279,
2022,41,197592666,
2022,41,197592400,
2022,1,197592485,
2022,41,197592812,
2022,38,197592852,
2022,41,197592482,
2022,3,197592547,
2022,41,197592727,
2022,41,197592692,
2022,21,197592721,
2022,39,197592794,
2022,9,203050842,
2022,41,197592565,
2022,41,197592581,
2022,32,197592613,
2022,1,197592649,
2022,41,197592725,
2022,41,197592628,
2022,31,197592638,
2022,38,197592669,
2022,38,197592748,
2022,38,197592782,
2022,41,197592643,
2022,21,197592686,
2022,41,198539425,
2022,3,197592918,
2022,41,198539611,
2022,41,197592791,
2022,41,197592670,
2022,41,197592716,
2022,1,197592730,
2022,41,197592770,
2022,41,197592810,
2022,31,197592931,
2022,3,183326482,
2022,41,183326583,
2022,41,183326528,
2022,41,183326551,
2022,3,183326674,
2022,41,183326668,
2022,41,183326567,
2022,41,183326729,
2022,1,183327057,
2022,3,183327097,
2022,41,185034266,
2022,41,194885739,
2022,41,176935476,
2022,41,189741604,
2022,41,178715951,
2022,41,176935150,
2022,41,176935170,
2022,3,183327763,
2022,5,176935224,
2022,41,189741648,
2022,41,178716007,
2022,41,176935303,
2022,41,183327713,
2022,41,178715970,
2022,41,178715996,
2022,41,178716022,
2022,41,178716028,
2022,41,178716051,
2022,41,185034666,
2022,41,183327831,
2022,41,178716106,
2022,41,178716134,
2022,41,178716057,
2022,38,183327926,
2022,41,178716135,
2022,41,178716185,
2022,41,190951176,
2022,41,178716213,
2022,38,190951222,
2022,41,183327918,
2022,41,183327996,
2022,41,178716137,
2022,41,183327907,
2022,41,178716277,
2022,41,183327999,
2022,41,190951279,
2022,41,178716168,
2022,42,194885934,
2022,41,194885935,
2022,31,183328024,
2022,41,183327912,
2022,3,183328007,
2022,41,197601978,
2022,41,198546807,
2022,41,183328155,
2022,21,190951352,
2022,41,183328038,
2022,1,183328066,
2022,38,183328113,
2022,41,183328313,
2022,41,183328218,
2022,41,183328351,
2022,41,190951153,
2022,31,183328365,
2022,41,183328466,
2022,41,190951427,
2022,37,189741538,
2022,41,190951196,
2022,41,194885865,
2022,41,190951263,
2022,39,189741686,
2022,41,183328431,
2022,3,190951653,
2022,41,183328325,
2022,41,188574004,
2022,38,183328441,
2022,1,189741652,
2022,41,183328398,
2022,3,190951356,
2022,41,183328439,
2022,41,190951948,
2022,38,183328596,
2022,41,183328646,
2022,21,183328713,
2022,41,183328746,
2022,41,183328629,
2022,41,183328643,
2022,41,183328763,
2022,41,183328551,
2022,41,194885922,
2022,41,186839847,
2022,39,183328902,
2022,41,183328817,
2022,41,194885945,
2022,41,194885951,
2022,41,183328686,
2022,41,194885948,
2022,21,183328772,
2022,41,183328869,
2022,41,183328896,
2022,41,183328641,
2022,41,183328958,
2022,41,194886028,
2022,38,183328867,
2022,41,183328889,
2022,41,183328967,
2022,41,194886000,
2022,41,183328969,
2022,41,183328995,
2022,41,183329014,
2022,41,183328954,
2022,21,194886029,
2022,42,183329013,
2022,41,183329042,
2022,41,188573856,
2022,41,183328901,
2022,41,183328980,
2022,41,183329022,
2022,41,186839707,
2022,41,183329126,
2022,41,183329200,
2022,41,183328981,
2022,41,183329110,
2022,41,197602252,
2022,41,183329101,
2022,38,183329119,
2022,32,183329239,
2022,41,194886523,
2022,41,183329307,
2022,1,183329213,
2022,41,186840526,
2022,41,194886124,
2022,41,183329638,
2022,41,186839820,
2022,31,183329242,
2022,41,183329277,
2022,41,183329299,
2022,41,183329479,
2022,31,183329545,
2022,41,183329423,
2022,41,194886128,
2022,41,186839832,
2022,41,186839848,
2022,41,183329640,
2022,41,183329623,
2022,21,183329703,
2022,41,183329543,
2022,3,183329985,
2022,38,185034774,
2022,41,194886165,
2022,41,183329658,
2022,41,183329701,
2022,41,185034818,
2022,41,183329695,
2022,41,201437276,
2022,5,185034809,
2022,3,185035093,
2022,31,185035017,
2022,3,185034895,
2022,37,194886172,
2022,41,194886234,
2022,41,185034954,
2022,21,189741773,
2022,41,185035257,
2022,41,194886218,
2022,41,185035083,
2022,41,194886295,
2022,21,185035216,
2022,41,185035231,
2022,41,185035284,
2022,41,185035392,
2022,38,186839886,
2022,41,185035440,
2022,41,185035460,
2022,38,185035485,
2022,41,194886306,
2022,3,185035330,
2022,41,185035501,
2022,3,185035239,
2022,41,185035274,
2022,41,185035349,
2022,41,185035421,
2022,41,185035513,
2022,41,185035681,
2022,41,194886317,
2022,41,185035438,
2022,21,185035489,
2022,41,185035561,
2022,41,185035709,
2022,41,185035741,
2022,41,185035806,
2022,41,194886366,
2022,41,185035631,
2022,41,185035688,
2022,41,185035750,
2022,41,194886369,
2022,41,194886384,
2022,41,185035680,
2022,38,185035712,
2022,41,185035686,
2022,41,185035960,
2022,1,185035976,
2022,41,185036060,
2022,41,185036179,
2022,41,186839958,
2022,41,185036121,
2022,38,194886763,
2022,41,185036436,
2022,41,185036162,
2022,1,197601867,
2022,41,185036514,
2022,41,185036210,
2022,41,185036255,
2022,41,185036333,
2022,1,188574098,
2022,39,185036528,
2022,38,185036583,
2022,1,194887676,
2022,41,185036334,
2022,41,185036374,
2022,41,185036581,
2022,41,186840017,
2022,41,186840048,
2022,41,186840106,
2022,41,186839940,
2022,41,186840510,
2022,41,186840557,
2022,42,194886449,
2022,32,194887522,
2022,32,188573849,
2022,38,186840031,
2022,35,186840051,
2022,41,186840099,
2022,41,186840124,
2022,41,186840155,
2022,41,194886485,
2022,41,186840240,
2022,41,188573898,
2022,41,186840303,
2022,37,189741768,
2022,41,189741769,
2022,37,194886491,
2022,21,186840517,
2022,41,186840517,
2022,41,186840413,
2022,41,186840467,
2022,38,198546654,
2022,41,186840527,
2022,3,186840352,
2022,38,186840487,
2022,3,186840519,
2022,41,186840378,
2022,38,186840497,
2022,32,186840529,
2022,41,186840570,
2022,41,186840630,
2022,41,186840509,
2022,41,189741862,
2022,41,186840846,
2022,41,186840615,
2022,31,186840662,
