data_year,victim_id,injury_id
2022,176586939,4
2022,176586954,4
2022,176586785,5
2022,176586912,4
2022,176586723,4
2022,176587146,5
2022,176587151,5
2022,176587219,5
2022,176587224,3
2022,176586889,5
2022,180478186,1
2022,180478187,4
2022,176587073,4
2022,180477567,5
2022,176587287,4
2022,180477573,4
2022,180477875,4
2022,180477902,4
2022,176587114,5
2022,176587481,4
2022,176587519,4
2022,176587117,4
2022,176587118,4
2022,180477610,5
2022,180477847,5
2022,180477851,4
2022,180477852,4
2022,180477775,4
2022,180477782,5
2022,180477729,4
2022,180477801,4
2022,183213803,4
2022,184167521,5
2022,184167523,5
2022,180477842,4
2022,180477935,4
2022,180477939,5
2022,180477940,5
2022,180477944,5
2022,180477951,5
2022,180477919,4
2022,180477920,5
2022,180477926,5
2022,180477927,5
2022,180477928,4
2022,180477934,5
2022,180477904,4
2022,180478027,5
2022,180478050,5
2022,180478051,5
2022,180478260,4
2022,180478261,5
2022,180478262,5
2022,180478503,1
2022,180478101,5
2022,180478104,5
2022,180478113,4
2022,180478114,4
2022,183213636,5
2022,180478123,4
2022,180478124,5
2022,180478215,4
2022,180478217,4
2022,180478218,4
2022,180478219,4
2022,180478223,5
2022,180478224,5
2022,180478225,5
2022,180478227,5
2022,180478228,5
2022,180478229,4
2022,180478233,4
2022,180478486,4
2022,187028750,5
2022,187028751,5
2022,187028752,5
2022,187028753,5
2022,180478715,5
2022,180478716,5
2022,188664408,4
2022,188663498,5
2022,188663499,5
2022,188663500,5
2022,180478738,5
2022,180478739,5
2022,180478332,4
2022,183213679,2
2022,188663539,4
2022,180478396,4
2022,180478399,4
2022,180478797,4
2022,180478421,5
2022,183213728,4
2022,180478585,5
2022,180478601,4
2022,180478630,4
2022,180478640,4
2022,183213744,4
2022,180478550,4
2022,180478554,5
2022,180478555,5
2022,180478743,4
2022,180478745,4
2022,180478624,5
2022,183213898,5
2022,180478701,5
2022,180478673,5
2022,180478676,4
2022,180478677,4
2022,180478686,5
2022,180478687,5
2022,180478690,5
2022,180478761,5
2022,180478762,5
2022,183213700,4
2022,183213714,4
2022,183213729,5
2022,183213760,5
2022,183213761,4
2022,183213816,5
2022,183213836,5
2022,183213911,4
2022,183213913,4
2022,183213965,5
2022,183213968,5
2022,183213789,5
2022,183213966,5
2022,183214009,5
2022,183215295,5
2022,183213859,4
2022,183214121,4
2022,168939048,5
2022,187029241,5
2022,187030074,5
2022,188663895,5
2022,187041889,5
2022,164407263,4
2022,162631486,5
2022,162631485,5
2022,164407335,5
2022,164407336,5
2022,164407243,5
2022,164407276,5
2022,164407322,4
2022,164407324,4
2022,164407373,4
2022,164407221,4
2022,168954903,5
2022,168954904,5
2022,164407488,4
2022,168955109,4
2022,168955110,4
2022,168955322,4
2022,175395121,4
2022,168955106,4
2022,168955107,5
2022,168955272,5
2022,183220897,6
2022,168955375,4
2022,168955224,5
2022,168955241,4
2022,187041978,6
2022,168955247,2
2022,168955247,3
2022,168955247,6
2022,168955248,2
2022,168955248,3
2022,168955248,6
2022,168955369,5
2022,168955370,5
2022,168955394,4
2022,172486885,4
2022,172486886,4
2022,176593010,4
2022,172486703,5
2022,172486954,5
2022,172487037,5
2022,172486767,5
2022,176593035,4
2022,176593045,4
2022,172487050,5
2022,174212842,4
2022,172487306,4
2022,183221051,4
2022,180494789,4
2022,172487541,4
2022,180494793,4
2022,172487503,5
2022,172487329,4
2022,180494798,4
2022,172487477,4
2022,180494910,4
2022,172487656,4
2022,172487383,4
2022,172487428,5
2022,172487460,4
2022,172487495,5
2022,172487430,5
2022,172487624,4
2022,172487775,5
2022,172487702,4
2022,172487712,5
2022,174212992,5
2022,187041835,5
2022,172487772,5
2022,172487797,6
2022,172487671,5
2022,172487673,5
2022,172487700,5
2022,172487718,5
2022,172487746,5
2022,174212850,5
2022,174212856,5
2022,183220872,5
2022,174212979,4
2022,180494863,3
2022,184175996,5
2022,174213365,5
2022,174212956,3
2022,174212956,6
2022,174213147,4
2022,174213174,5
2022,176593020,4
2022,174213240,5
2022,174213208,5
2022,174213031,5
2022,174213173,5
2022,175395153,4
2022,175395154,4
2022,174213053,5
2022,175395325,5
2022,175395162,4
2022,175395203,4
2022,176593224,4
2022,175395475,4
2022,175395513,6
2022,175395409,4
2022,176593192,5
2022,187041768,5
2022,176593332,4
2022,176593332,6
2022,176593144,4
2022,176593157,4
2022,176593186,4
2022,180494988,4
2022,180494993,5
2022,180495064,4
2022,180495135,5
2022,180495136,5
2022,183221397,4
2022,180495148,4
2022,180495285,4
2022,180495203,4
2022,180495878,5
2022,180495879,5
2022,180495229,5
2022,180495610,5
2022,180495351,5
2022,183221268,5
2022,183221269,5
2022,183221270,5
2022,183221271,5
2022,183221272,5
2022,180495463,5
2022,184176184,2
2022,184176185,6
2022,187042019,4
2022,187042916,4
2022,187042918,4
2022,183221020,5
2022,183221036,5
2022,187043334,5
2022,187043335,5
2022,187043336,5
2022,183221172,5
2022,183221145,2
2022,183221171,4
2022,183221223,5
2022,188668356,5
2022,188668357,5
2022,180513369,5
2022,175403060,4
2022,175402958,4
2022,175402983,5
2022,175402961,5
2022,175402999,4
2022,176603565,5
2022,176603173,3
2022,176603215,4
2022,176603317,5
2022,180513417,5
2022,180513362,4
2022,180513440,5
2022,180513537,4
2022,180515138,4
2022,180515144,4
2022,180514022,5
2022,180514025,4
2022,180513826,4
2022,180513831,4
2022,180513750,4
2022,180513753,3
2022,180513753,4
2022,180513833,3
2022,180513837,4
2022,180513840,4
2022,180515322,4
2022,180513867,4
2022,180513874,4
2022,180513875,5
2022,180513876,5
2022,180513877,5
2022,180513878,5
2022,180513879,5
2022,183230855,4
2022,169003098,5
2022,164434992,4
2022,162651542,4
2022,164435071,5
2022,162651674,5
2022,162651738,5
2022,162651860,4
2022,169003148,1
2022,169003149,4
2022,162651869,5
2022,169003824,4
2022,162651675,5
2022,184189483,5
2022,164435221,5
2022,164435291,5
2022,164434923,4
2022,164435338,5
2022,169003251,5
2022,169003252,5
2022,164435050,2
2022,175410755,4
2022,164435139,5
2022,169003473,4
2022,164435062,4
2022,164435134,4
2022,164435254,8
2022,172512674,4
2022,169003692,4
2022,169003382,5
2022,169003383,5
2022,169003384,5
2022,169003385,5
2022,169003506,4
2022,169003491,4
2022,169003595,4
2022,169003829,5
2022,169003774,5
2022,169003715,4
2022,169003903,5
2022,169003939,4
2022,169003716,5
2022,169003767,4
2022,169004035,5
2022,172512184,4
2022,169003951,5
2022,169004110,4
2022,169004130,5
2022,169004131,5
2022,169004132,5
2022,183239557,5
2022,180554000,5
2022,180554001,5
2022,180553739,5
2022,169004235,4
2022,180553979,6
2022,180554016,5
2022,169003952,4
2022,169004294,5
2022,169004378,5
2022,180553768,5
2022,180553769,5
2022,180553774,5
2022,169003984,5
2022,169004190,5
2022,172512124,4
2022,169004040,5
2022,169004041,5
2022,169004153,4
2022,169004225,5
2022,169004091,5
2022,169004207,4
2022,180553884,5
2022,169004209,5
2022,169004051,5
2022,180553801,4
2022,180553802,4
2022,180553813,5
2022,169004249,2
2022,180554264,6
2022,180553783,4
2022,169004272,4
2022,169004252,5
2022,180553786,4
2022,180553978,5
2022,169004277,4
2022,169004431,5
2022,162660353,4
2022,162660354,4
2022,169004532,5
2022,169004517,5
2022,180553790,4
2022,169004551,4
2022,175410680,5
2022,180554068,5
2022,175410681,2
2022,175410686,4
2022,169004550,5
2022,169004635,4
2022,169004636,4
2022,169004447,4
2022,169004418,4
2022,187115051,6
2022,180553796,4
2022,180553799,6
2022,169004440,5
2022,169004445,2
2022,169004498,4
2022,172512293,4
2022,169004585,5
2022,175410713,5
2022,175410714,5
2022,175410715,5
2022,175410738,4
2022,169004510,4
2022,169004511,5
2022,172512216,4
2022,180553865,4
2022,169004698,4
2022,180553881,4
2022,169004536,5
2022,180554182,5
2022,170713328,5
2022,180553896,5
2022,188685990,4
2022,180553817,5
2022,180553818,5
2022,180554004,5
2022,180554009,4
2022,170713329,5
2022,170713499,4
2022,170713686,4
2022,169004870,4
2022,187115189,5
2022,170713722,5
2022,170713778,4
2022,172512317,2
2022,170713766,5
2022,180553894,4
2022,180553895,5
2022,170713767,5
2022,169004739,5
2022,170713665,5
2022,180554305,4
2022,180553919,4
2022,172512287,5
2022,180554149,5
2022,169004832,5
2022,169004833,5
2022,169004834,5
2022,169004835,5
2022,169004836,5
2022,180535949,5
2022,180553939,2
2022,180535950,5
2022,170713765,5
2022,175410709,5
2022,180553961,4
2022,180553962,4
2022,180553963,5
2022,180553964,5
2022,180553965,5
2022,180553966,5
2022,180553967,5
2022,180553997,5
2022,180554524,4
2022,175410710,4
2022,175410711,4
2022,175410712,5
2022,170714310,5
2022,180553996,5
2022,180554318,4
2022,180554319,4
2022,180554018,5
2022,180553998,4
2022,170714311,4
2022,170714348,4
2022,172512535,5
2022,187115384,3
2022,180554044,4
2022,180554014,5
2022,180554015,5
2022,180554017,4
2022,180554325,5
2022,170714288,4
2022,175410805,4
2022,172512451,5
2022,180554333,5
2022,180554671,5
2022,172512452,5
2022,172512453,5
2022,169004825,5
2022,169004826,5
2022,169004827,5
2022,169004828,5
2022,172512738,4
2022,164429945,4
2022,164429946,4
2022,164429947,4
2022,180554097,5
2022,180554047,3
2022,172512778,5
2022,170714297,4
2022,172512731,5
2022,172512552,4
2022,172512553,4
2022,172513071,5
2022,183234498,5
2022,183234499,5
2022,180554059,4
2022,180554060,4
2022,172513087,5
2022,170714450,4
2022,180554087,5
2022,172512627,5
2022,180554104,5
2022,180554752,5
2022,172512651,5
2022,172512652,5
2022,172512685,5
2022,172512770,4
2022,180554352,4
2022,175410816,4
2022,180554356,5
2022,172512776,4
2022,172513468,4
2022,187075808,4
2022,180554178,5
2022,175410796,4
2022,175410831,4
2022,175410832,4
2022,172513044,4
2022,172513045,4
2022,172512920,4
2022,180555021,4
2022,180555022,4
2022,180554871,4
2022,172512966,5
2022,176611383,5
2022,180554203,5
2022,180554204,5
2022,180534655,4
2022,172513057,4
2022,172513026,5
2022,180554376,5
2022,180554354,4
2022,188686106,4
2022,180554266,5
2022,172513190,5
2022,180554480,5
2022,180554290,4
2022,180554291,4
2022,162660684,5
2022,180554306,4
2022,180554322,4
2022,180554323,4
2022,180554326,4
2022,180554327,5
2022,172513191,5
2022,172513232,4
2022,172513269,4
2022,172513498,4
2022,180554489,5
2022,180554365,5
2022,188685536,5
2022,175410908,4
2022,172514342,4
2022,172513274,4
2022,169010688,5
2022,180554389,5
2022,180554732,5
2022,180554733,5
2022,180554844,5
2022,172513608,5
2022,172513299,4
2022,184192594,4
2022,184192595,4
2022,180554487,5
2022,180554501,5
2022,180554502,5
2022,180554503,5
2022,180554504,5
2022,180554505,5
2022,180554388,5
2022,180554398,5
2022,180554408,5
2022,180554390,5
2022,180554397,5
2022,172513325,4
2022,172513395,5
2022,172513484,4
2022,180554651,5
2022,180554692,4
2022,180554693,5
2022,180554552,4
2022,180554478,5
2022,162660886,4
2022,188685816,5
2022,180554530,4
2022,180554673,4
2022,172513550,5
2022,172513568,4
2022,172513423,2
2022,172513496,4
2022,172513546,6
2022,180534733,2
2022,180554646,4
2022,180554647,4
2022,172513616,5
2022,172513587,5
2022,175411159,5
2022,175411161,5
2022,175411162,1
2022,175411163,5
2022,175411164,5
2022,175410921,2
2022,175410970,5
2022,175411236,4
2022,175410979,5
2022,175411155,5
2022,180554755,4
2022,180554631,5
2022,180554821,5
2022,175411157,5
2022,175411158,4
2022,175411160,5
2022,175411182,5
2022,180554862,5
2022,180554892,5
2022,175411183,4
2022,175410993,5
2022,175411265,5
2022,180554926,5
2022,175411366,5
2022,175411367,5
2022,175411368,5
2022,175411136,4
2022,175411169,5
2022,175411234,4
2022,180554848,5
2022,180554770,5
2022,180554876,5
2022,180555118,1
2022,180555118,6
2022,180555118,7
2022,180554859,4
2022,180554860,4
2022,175411293,5
2022,175411541,5
2022,175411213,4
2022,175411214,4
2022,175411245,5
2022,180555051,4
2022,180554803,4
2022,175411274,3
2022,175411308,5
2022,175411369,4
2022,180555618,4
2022,180554963,5
2022,180554964,4
2022,180554820,5
2022,180555016,5
2022,183234786,5
2022,175411580,4
2022,183234788,4
2022,175411581,4
2022,176611719,4
2022,183234534,5
2022,175411616,5
2022,175411617,4
2022,175411562,5
2022,180555264,4
2022,183234543,5
2022,180555660,5
2022,180554910,4
2022,175411595,5
2022,175411346,5
2022,175411347,5
2022,175411423,4
2022,180554943,5
2022,183239409,4
2022,180534887,5
2022,175411428,5
2022,180555039,5
2022,175411610,4
2022,175411672,5
2022,180555135,5
2022,180555136,5
2022,187075798,1
2022,180555026,5
2022,187075749,2
2022,180555077,5
2022,180555078,5
2022,187075770,8
2022,180555541,4
2022,175411516,4
2022,180555346,5
2022,175411517,4
2022,175411629,4
2022,175411656,4
2022,175411687,5
2022,180555440,5
2022,180555280,5
2022,180555281,5
2022,180555500,5
2022,180555501,5
2022,180555266,5
2022,180555189,5
2022,180555128,4
2022,175411785,5
2022,180555262,5
2022,176611555,5
2022,162661372,5
2022,180555182,5
2022,180555230,5
2022,180555231,5
2022,180555232,5
2022,180555233,5
2022,180555174,5
2022,180555175,5
2022,180555176,5
2022,188686299,4
2022,188686300,5
2022,188686301,5
2022,180555236,5
2022,180555237,5
2022,180555291,4
2022,180555330,3
2022,180555331,5
2022,180555383,5
2022,183239473,4
2022,180534953,5
2022,164430273,5
2022,164430274,5
2022,180555313,4
2022,162661636,4
2022,162661637,5
2022,180555340,3
2022,180555341,5
2022,180555390,5
2022,180555391,5
2022,187114640,5
2022,187114641,5
2022,187114686,5
2022,187114687,5
2022,187114688,5
2022,180555614,5
2022,175411720,4
2022,188689783,5
2022,184192485,4
2022,162661612,5
2022,180555339,5
2022,180535017,5
2022,175411885,4
2022,175411886,4
2022,176611837,4
2022,175411866,4
2022,180555451,1
2022,176611898,5
2022,180555329,5
2022,176611926,4
2022,176611990,4
2022,180555382,5
2022,176612162,4
2022,176612163,4
2022,176612221,5
2022,180555452,4
2022,180555431,4
2022,176612222,5
2022,162661653,4
2022,162661654,5
2022,176612223,4
2022,176611936,5
2022,180555625,4
2022,180555358,5
2022,176612261,5
2022,176612207,4
2022,176612027,5
2022,180555437,4
2022,180555756,5
2022,176612028,5
2022,176612034,4
2022,180555782,4
2022,180555602,5
2022,180555608,5
2022,180555627,5
2022,180555826,5
2022,180555878,5
2022,180555554,5
2022,176612044,4
2022,176612252,5
2022,176612288,4
2022,176612287,4
2022,180555678,5
2022,180555610,5
2022,188686329,5
2022,162661522,5
2022,180555871,4
2022,180555653,5
2022,180555682,5
2022,180555683,5
2022,180555724,5
2022,180555725,5
2022,180555726,5
2022,180555616,5
2022,180555617,5
2022,180555635,4
2022,180555636,4
2022,180555656,4
2022,180555612,5
2022,180555671,5
2022,180555813,5
2022,180555848,5
2022,162661651,4
2022,180555762,5
2022,180556172,5
2022,180555919,5
2022,180555967,5
2022,180555737,2
2022,176612559,5
2022,176612283,5
2022,180556365,5
2022,180555721,5
2022,180555787,4
2022,180555822,5
2022,180555733,5
2022,180555763,5
2022,180555764,5
2022,180555765,5
2022,180555789,4
2022,180555825,4
2022,180555746,5
2022,176612285,5
2022,176612286,5
2022,176612566,5
2022,180555864,5
2022,180555781,5
2022,180555827,5
2022,180555793,5
2022,180556113,6
2022,180555776,5
2022,180555777,5
2022,176612628,5
2022,180555899,5
2022,180555958,5
2022,180556007,5
2022,188686116,4
2022,180555845,5
2022,180555895,5
2022,183239432,5
2022,180555861,5
2022,180535213,4
2022,180555954,5
2022,180556000,6
2022,180556001,5
2022,180556076,5
2022,180556030,5
2022,180556032,5
2022,180556115,4
2022,180556171,4
2022,180555903,5
2022,180555905,4
2022,180555906,5
2022,180555907,5
2022,180555960,5
2022,180556009,5
2022,180556118,4
2022,180556057,4
2022,180556120,5
2022,180556354,6
2022,180555992,5
2022,180556157,5
2022,180556287,5
2022,176612793,5
2022,176612794,5
2022,176612823,4
2022,176612494,4
2022,180535256,4
2022,180556112,5
2022,180556055,4
2022,180556056,4
2022,180556153,5
2022,180555951,3
2022,180556005,5
2022,180556064,5
2022,180555962,5
2022,188685865,2
2022,188685865,4
2022,188685865,8
2022,180556104,5
2022,180555997,4
2022,180556353,5
2022,180556566,5
2022,180556630,4
2022,180556201,5
2022,180556204,5
2022,180535257,5
2022,180535860,5
2022,180556167,4
2022,180556168,4
2022,180556187,5
2022,180556200,5
2022,180556325,5
2022,180556228,4
2022,180556277,5
2022,180535861,5
2022,180535358,4
2022,180556182,5
2022,180556537,5
2022,184189728,5
2022,162662317,5
2022,162662318,5
2022,180556493,5
2022,180556211,4
2022,180556413,5
2022,180556160,4
2022,180556240,4
2022,180556145,5
2022,184189729,5
2022,180535431,4
2022,180556359,8
2022,180556360,5
2022,180556361,5
2022,180556281,5
2022,180556216,5
2022,180556245,3
2022,180556253,4
2022,180556457,5
2022,180556559,5
2022,180535433,5
2022,180535438,5
2022,183239382,5
2022,180556234,4
2022,180556235,5
2022,183235006,4
2022,180535636,4
2022,187114722,4
2022,180556451,5
2022,180556512,4
2022,180556447,5
2022,180556471,5
2022,180556327,1
2022,180556499,5
2022,180556367,4
2022,180556539,4
2022,180556534,6
2022,180556438,5
2022,180556485,5
2022,183234947,4
2022,180556620,5
2022,180535637,5
2022,180535646,5
2022,180535647,4
2022,184189779,4
2022,180535686,5
2022,180556474,5
2022,180556475,5
2022,180556579,4
2022,180556405,4
2022,180556441,4
2022,180556442,4
2022,180556443,4
2022,180556408,4
2022,180556505,5
2022,180556506,5
2022,180556525,4
2022,180535687,5
2022,187076530,4
2022,180556595,5
2022,180556596,5
2022,180556597,5
2022,180535809,5
2022,162662284,5
2022,162662285,5
2022,162662836,3
2022,162662837,5
2022,180535810,5
2022,180535829,8
2022,180556577,5
2022,180556683,5
2022,183234821,5
2022,183234822,5
2022,180556417,5
2022,180556419,5
2022,180556456,3
2022,180556500,5
2022,180556682,5
2022,164430809,5
2022,164430810,5
2022,164430811,5
2022,180556424,5
2022,180556503,5
2022,180556519,4
2022,180535837,5
2022,180535895,5
2022,187115014,4
2022,180556520,4
2022,180556640,5
2022,180556593,4
2022,180556567,5
2022,184189672,4
2022,180556733,4
2022,180556653,5
2022,180556654,5
2022,180556726,5
2022,180556792,5
2022,180556526,6
2022,180556527,5
2022,180556528,5
2022,180556529,5
2022,180556618,5
2022,180556680,4
2022,180556560,4
2022,180556626,5
2022,180556686,5
2022,180556871,4
2022,180556872,4
2022,180556859,5
2022,184189717,4
2022,180535966,4
2022,180556825,2
2022,180556825,4
2022,180556826,4
2022,180556882,5
2022,180556884,5
2022,180556885,5
2022,180556696,5
2022,180556727,5
2022,180556728,5
2022,180556729,5
2022,169010990,4
2022,169010991,5
2022,169010992,5
2022,164431043,4
2022,180535968,5
2022,180556822,5
2022,183239433,4
2022,180536271,5
2022,180556959,5
2022,180556961,5
2022,180536272,4
2022,180536033,5
2022,187075931,4
2022,187114912,4
2022,180556929,5
2022,180556930,5
2022,180556717,5
2022,180556782,4
2022,180556899,4
2022,180556950,5
2022,180557021,5
2022,180557022,4
2022,180556896,5
2022,180556909,5
2022,180556967,4
2022,180557041,4
2022,180556775,5
2022,180556847,3
2022,180556915,4
2022,180556975,4
2022,180556808,4
2022,180556979,1
2022,180556979,4
2022,180556900,5
2022,187075932,1
2022,180536051,5
2022,180556901,5
2022,180556956,4
2022,180557015,5
2022,180557119,4
2022,180557152,5
2022,180556931,5
2022,180556965,5
2022,180557090,5
2022,180556957,5
2022,180557156,5
2022,180557085,4
2022,180557139,5
2022,180557140,5
2022,180557141,5
2022,180557142,5
2022,180536052,5
2022,180536119,5
2022,184192643,4
2022,180557257,4
2022,180557258,4
2022,180557177,4
2022,184192459,4
2022,180557185,4
2022,180557339,4
2022,180557337,4
2022,180557244,5
2022,180557340,4
2022,180557486,5
2022,180557532,4
2022,180557372,8
2022,180557387,5
2022,180557469,4
2022,180557408,5
2022,180536123,4
2022,180536127,5
2022,187114994,4
2022,183239429,5
2022,180557628,5
2022,180557347,5
2022,180557435,5
2022,180557399,6
2022,180557618,4
2022,180536141,5
2022,187114795,4
2022,180557359,5
2022,183239412,4
2022,183234842,5
2022,188685763,4
2022,180557517,5
2022,180557531,5
2022,180557772,5
2022,180557378,5
2022,183239454,1
2022,180557501,5
2022,180557502,5
2022,180557503,5
2022,180557443,4
2022,180557436,4
2022,180557648,4
2022,184189756,5
2022,180557549,5
2022,180557534,5
2022,180557652,5
2022,180557887,5
2022,184189757,5
2022,184189758,5
2022,184189760,5
2022,180536187,4
2022,180536188,5
2022,183239806,4
2022,180557647,4
2022,180557745,5
2022,180536254,4
2022,180558224,5
2022,180557817,5
2022,180557719,5
2022,180557792,4
2022,180557793,5
2022,187075990,5
2022,183234872,4
2022,188685979,4
2022,180558191,5
2022,180557989,5
2022,180558152,4
2022,180558128,4
2022,184192562,5
2022,184192564,5
2022,180558279,5
2022,180557747,4
2022,180557975,6
2022,180557752,4
2022,180557930,5
2022,180557804,5
2022,180558133,5
2022,180536298,5
2022,180557919,4
2022,183234975,5
2022,180558032,6
2022,180558034,5
2022,180558035,5
2022,183239678,5
2022,183239714,5
2022,180557851,5
2022,180558054,4
2022,180557926,5
2022,180557953,5
2022,180558044,4
2022,180558045,4
2022,183239715,5
2022,183239767,4
2022,180537101,5
2022,180537102,4
2022,183239687,5
2022,162663266,5
2022,183239706,4
2022,183239754,4
2022,183239698,4
2022,164431714,5
2022,164431715,5
2022,180558052,4
2022,180558184,4
2022,183239699,4
2022,183239852,4
2022,180536313,4
2022,180558147,5
2022,180558347,4
2022,183239902,4
2022,169011405,4
2022,180558051,4
2022,180558102,5
2022,180558103,5
2022,180558158,5
2022,180558174,5
2022,180558175,5
2022,180558263,5
2022,180558127,5
2022,180558229,5
2022,180558196,4
2022,187115310,2
2022,180558566,5
2022,180558221,5
2022,180558458,4
2022,180558185,5
2022,180558186,5
2022,180558264,5
2022,180558265,5
2022,180558206,4
2022,180558445,4
2022,180558446,4
2022,180558382,5
2022,180558267,5
2022,180558383,5
2022,180558574,5
2022,180558626,5
2022,184189846,5
2022,180558472,4
2022,180558623,5
2022,180558625,5
2022,180558253,4
2022,180558461,4
2022,180558619,5
2022,180558533,5
2022,180558390,4
2022,183240242,4
2022,183239914,4
2022,180558436,5
2022,180558471,4
2022,180558474,5
2022,180558513,4
2022,184190062,4
2022,180558530,4
2022,180558553,5
2022,180558770,5
2022,180558547,4
2022,183240072,4
2022,180558718,5
2022,180558564,4
2022,188686252,5
2022,180558650,4
2022,180558911,4
2022,180558551,5
2022,180558742,5
2022,180558833,5
2022,180558560,4
2022,180558739,5
