data_year,criminal_act_id,offense_id
2022,6,197577979
2022,6,198525731
2022,6,198525732
2022,6,198525733
2022,6,194832798
2022,8,194832798
2022,6,194832907
2022,6,194832908
2022,6,194832912
2022,8,194832912
2022,6,194832913
2022,8,194832913
2022,6,194832987
2022,6,194832993
2022,8,194832993
2022,6,194832994
2022,6,194832999
2022,6,194833002
2022,8,194833002
2022,6,194833003
2022,8,194833003
2022,6,194833007
2022,6,201399423
2022,8,201399423
2022,6,194833118
2022,6,194833119
2022,6,194833120
2022,6,194833165
2022,6,194833444
2022,6,194833448
2022,6,194833449
2022,6,194833244
2022,6,194833246
2022,6,194833252
2022,6,194833253
2022,6,194833254
2022,6,194833255
2022,6,194833670
2022,6,194833284
2022,8,194833284
2022,6,194833286
2022,6,194833287
2022,6,194833333
2022,8,194833333
2022,6,194833334
2022,8,194833334
2022,6,194833393
2022,8,194833393
2022,6,194833394
2022,8,194833394
2022,6,201399500
2022,6,194833522
2022,6,194833590
2022,6,194833591
2022,6,194833592
2022,6,194833604
2022,6,194833605
2022,6,194833691
2022,6,203040687
2022,6,201399563
2022,6,194833692
2022,6,194833693
2022,6,197578257
2022,8,197578257
2022,6,197578258
2022,6,197577973
2022,6,197577972
2022,6,197578003
2022,8,197578003
2022,6,197578004
2022,8,197578004
2022,6,197578065
2022,6,197578066
2022,8,197578047
2022,6,197578071
2022,1,197578157
2022,6,197578157
2022,8,197578157
2022,1,197578158
2022,6,197578158
2022,8,197578158
2022,6,176915458
2022,6,176915461
2022,6,176915719
2022,7,176915719
2022,6,178691386
2022,8,178691386
2022,6,178691403
2022,1,190934159
2022,3,190934159
2022,6,190934159
2022,6,190934160
2022,8,190934160
2022,6,178691280
2022,6,178691317
2022,6,183284876
2022,8,183284876
2022,6,183285094
2022,8,183285094
2022,6,183285231
2022,8,183285231
2022,6,183285232
2022,8,183285232
2022,6,183284934
2022,6,183284991
2022,6,183284992
2022,6,183285156
2022,8,183285156
2022,6,183285157
2022,8,183285157
2022,6,183284979
2022,8,183284979
2022,6,183284980
2022,8,183284980
2022,6,183285244
2022,8,183285244
2022,6,183285245
2022,8,183285245
2022,6,183285074
2022,8,183285074
2022,6,183285075
2022,8,183285075
2022,6,183285076
2022,6,183285141
2022,8,183285141
2022,6,183285181
2022,8,183285181
2022,6,183285182
2022,8,183285182
2022,6,183285111
2022,8,183285111
2022,2,186816978
2022,6,186816978
2022,8,186816978
2022,6,183285339
2022,6,183285351
2022,6,183285352
2022,6,186816906
2022,8,186816906
2022,6,186816935
2022,8,186816935
2022,6,186816936
2022,8,186816936
2022,6,186817146
2022,8,186817146
2022,6,197585280
2022,6,197585281
2022,8,197585281
2022,6,186816982
2022,6,186816994
2022,6,186817098
2022,6,186817374
2022,8,186817374
2022,6,186817037
2022,8,186817037
2022,6,186817280
2022,6,186817281
2022,6,186817365
2022,6,186817441
2022,6,186817451
2022,8,186817451
2022,6,186817452
2022,8,186817452
2022,6,186817502
2022,6,186817503
2022,6,186817288
2022,8,186817288
2022,6,186817289
2022,6,186817290
2022,3,186817484
2022,6,186817484
2022,6,186817485
2022,8,186817485
2022,3,186817603
2022,6,186817603
2022,8,186817603
2022,6,186817604
2022,8,186817604
2022,6,186817475
2022,8,186817475
2022,6,186817476
2022,8,186817476
2022,6,186817618
2022,6,194849722
2022,6,194849723
2022,6,194849724
2022,6,186817556
2022,8,186817556
2022,6,186817613
2022,8,186817613
2022,6,186817646
2022,6,186817581
2022,8,186817581
2022,6,186817681
2022,8,186817681
2022,6,186817858
2022,6,186817752
2022,8,186817752
2022,6,186817753
2022,8,186817753
2022,6,186817792
2022,6,186817793
2022,6,186817794
2022,6,186817795
2022,6,186817824
2022,7,186817824
2022,6,186817708
2022,6,186817709
2022,6,201412058
2022,7,201412058
2022,6,201412282
2022,6,201412184
2022,6,188550122
2022,8,188550122
2022,6,188550149
2022,8,188550149
2022,6,201412367
2022,6,197585260
2022,8,197585260
2022,6,189728380
2022,8,189728380
2022,6,189728268
2022,8,189728268
2022,6,189728269
2022,8,189728269
2022,6,189728299
2022,6,190934351
2022,8,190934351
2022,6,189728413
2022,6,189728414
2022,6,189728415
2022,6,189728434
2022,6,189728435
2022,14,194849744
2022,6,189728520
2022,3,189728549
2022,6,189728549
2022,6,189728550
2022,8,189728550
2022,6,190934374
2022,8,190934374
2022,6,190934298
2022,6,190934299
2022,6,190934578
2022,6,190934579
2022,6,194849790
2022,6,190934543
2022,6,190934544
2022,14,194850109
2022,6,194849876
2022,6,194849891
2022,8,194849891
2022,6,194849892
2022,8,194849892
2022,6,194849944
2022,6,194849946
2022,8,194849946
2022,6,194849947
2022,8,194849947
2022,6,194849960
2022,8,194849960
2022,6,194850004
2022,6,197585195
2022,8,197585195
2022,1,201412068
2022,6,201412068
2022,6,194850437
2022,8,194850437
2022,6,194850444
2022,8,194850444
2022,6,194850102
2022,8,194850102
2022,6,194850103
2022,8,194850103
2022,6,194850175
2022,8,194850175
2022,6,194850253
2022,6,194850254
2022,6,194850200
2022,8,194850200
2022,6,197585223
2022,8,197585223
2022,6,197585224
2022,8,197585224
2022,6,201412399
2022,8,201412399
2022,6,201412230
2022,8,201412230
2022,6,197585380
2022,8,197585380
2022,6,189735881
2022,7,189735881
2022,6,189735882
2022,6,189735897
2022,8,189735897
2022,6,189736097
2022,7,189736097
2022,6,189736098
2022,8,189736098
2022,6,189735978
2022,8,189735978
2022,6,189736074
2022,6,189736141
2022,7,189736141
2022,8,189736141
2022,6,189736143
2022,7,189736143
2022,8,189736143
2022,6,190944744
2022,7,190944744
2022,8,190944744
2022,6,190944373
2022,7,190944373
2022,8,190944373
2022,6,190944502
2022,7,190944502
2022,8,190944502
2022,6,190944697
2022,8,190944697
2022,6,190944698
2022,6,190944466
2022,8,190944466
2022,6,190944467
2022,6,190944510
2022,8,190944510
2022,6,190944566
2022,8,190944566
2022,6,190944573
2022,6,190944607
2022,8,190944607
2022,6,190944609
2022,8,190944609
2022,6,194868505
2022,8,194868505
2022,6,194868497
2022,8,194868497
2022,3,194868508
2022,6,194868508
2022,8,194868508
2022,6,194868509
2022,6,194868523
2022,6,194868541
2022,8,194868541
2022,6,194868586
2022,7,194868586
2022,8,194868586
2022,6,194868587
2022,6,194868588
2022,6,194868645
2022,8,194868645
2022,1,194870199
2022,6,194870199
2022,8,194870199
2022,6,194870204
2022,8,194870204
2022,6,194870205
2022,6,194869346
2022,6,194869355
2022,8,194869355
2022,6,194869356
2022,6,194869360
2022,7,194869360
2022,8,194869360
2022,6,194868650
2022,8,194868650
2022,6,194868653
2022,8,194868653
2022,6,194868658
2022,8,194868658
2022,6,194868660
2022,6,194868679
2022,6,194868704
2022,8,194868704
2022,6,194868705
2022,8,194868705
2022,3,194868878
2022,6,194868878
2022,8,194868878
2022,1,194868879
2022,6,194868879
2022,8,194868879
2022,6,194868759
2022,6,194868760
2022,6,194868764
2022,6,194868766
2022,6,194868767
2022,6,194868793
2022,8,194868793
2022,6,194868794
2022,8,194868794
2022,6,194868798
2022,6,194868806
2022,6,194868827
2022,8,194868827
2022,6,194868828
2022,8,194868828
2022,6,194868830
2022,8,194868830
2022,6,194868839
2022,7,194868839
2022,8,194868839
2022,6,194868840
2022,6,194868842
2022,6,194868843
2022,8,194868843
2022,6,194868844
2022,8,194868844
2022,6,194868845
2022,6,194868846
2022,8,194868846
2022,6,194868891
2022,8,194868891
2022,6,194868892
2022,6,194868896
2022,8,194868896
2022,6,194870390
2022,8,194870390
2022,6,194868948
2022,8,194868948
2022,6,194868949
2022,8,194868949
2022,1,194868938
2022,8,194868938
2022,6,194868940
2022,8,194868940
2022,6,194868943
2022,6,194870317
2022,8,194870317
2022,6,194870318
2022,8,194870318
2022,6,194870319
2022,8,194870319
2022,6,197595489
2022,8,197595489
2022,6,197595376
2022,7,197595376
2022,8,197595376
2022,6,197595354
2022,8,197595354
2022,6,197595355
2022,6,194889759
2022,6,194889760
2022,6,176935687
2022,6,176935727
2022,6,178718713
2022,6,178718714
2022,6,178718715
2022,6,198547487
2022,6,176935783
2022,6,176935897
2022,6,194889769
2022,6,194889770
2022,6,176935961
2022,6,178718596
2022,6,194889801
2022,6,194889802
2022,6,178718547
2022,6,194889812
2022,6,194889813
2022,6,183333962
2022,6,194889818
2022,6,194889819
2022,6,194889860
2022,6,194889861
2022,8,183334036
2022,8,178718684
2022,6,194889870
2022,6,194889871
2022,6,183334227
2022,6,183334228
2022,6,178718754
2022,6,178718755
2022,8,178718778
2022,2,183334040
2022,6,178718847
2022,6,194889869
2022,1,194889923
2022,8,178718960
2022,6,201446265
2022,3,194889931
2022,8,201445867
2022,6,183334279
2022,6,186842354
2022,6,186842355
2022,6,194889957
2022,6,194889958
2022,7,186842425
2022,2,183334593
2022,6,194889981
2022,6,194889982
2022,8,194889984
2022,6,183334648
2022,4,186842467
2022,8,183334592
2022,3,194890013
2022,6,201446267
2022,6,201446431
2022,6,201446432
2022,6,189744090
2022,6,189744091
2022,6,189744092
2022,6,183334712
2022,3,198547584
2022,6,198547585
2022,6,183334651
2022,6,183334652
2022,6,183334871
2022,6,201446004
2022,6,197604074
2022,5,197604076
2022,6,197604077
2022,8,183334818
2022,6,197604125
2022,3,197603742
2022,3,183334715
2022,6,183334716
2022,6,183334750
2022,6,183334814
2022,6,183334815
2022,6,183334755
2022,6,183334863
2022,6,183334902
2022,6,183334996
2022,6,183334935
2022,6,197603805
2022,6,183334997
2022,6,197603766
2022,2,183334849
2022,6,201446340
2022,6,183334920
2022,6,201446620
2022,6,183334970
2022,6,183335042
2022,6,183335043
2022,6,197603799
2022,6,183335025
2022,6,201446804
2022,6,183335277
2022,6,183335004
2022,8,197603835
2022,6,183335143
2022,6,201446132
2022,6,201446133
2022,6,183335342
2022,3,183335343
2022,6,183335368
2022,6,201446129
2022,8,183335377
2022,3,197603864
2022,2,183335384
2022,6,198547670
2022,6,198547671
2022,6,183335251
2022,6,198547785
2022,6,183335411
2022,6,198547830
2022,6,198547831
2022,6,203066734
2022,6,183335438
2022,2,183335358
2022,6,183335405
2022,6,183335372
2022,8,201446824
2022,8,201446825
2022,6,186842657
2022,6,198547656
2022,6,198547657
2022,6,203066103
2022,6,185038999
2022,8,198547723
2022,6,185039354
2022,6,198547825
2022,6,198547826
2022,3,203066248
2022,6,198547642
2022,6,198547643
2022,6,194891491
2022,3,203066657
2022,6,203066658
2022,6,185039265
2022,6,189743970
2022,6,201445761
2022,6,185039684
2022,6,186842624
2022,6,203065984
2022,6,203065985
2022,6,186842756
2022,6,186842757
2022,6,203066192
2022,6,186842819
2022,3,194890061
2022,6,194890062
2022,6,194890063
2022,6,186843001
2022,6,186842798
2022,3,186843040
2022,6,186842874
2022,6,186842883
2022,6,186843441
2022,6,186843013
2022,8,186843014
2022,6,186843351
2022,6,186843365
2022,6,186843476
2022,6,186843297
2022,3,189744096
2022,6,189744097
2022,6,186843187
2022,6,186843290
2022,6,186843291
2022,6,203066317
2022,6,203066318
2022,6,186843272
2022,6,186843273
2022,6,186843316
2022,6,186843321
2022,6,189744109
2022,8,189744140
2022,6,186843483
2022,6,203066380
2022,6,203066381
2022,6,186843566
2022,2,189744182
2022,6,203066146
2022,6,203066165
2022,6,194890127
2022,6,189744404
2022,6,189744405
2022,6,186843711
2022,6,186843792
2022,6,186843847
2022,6,186843768
2022,3,189744236
2022,6,186844015
2022,6,203066559
2022,6,203066560
2022,6,203066561
2022,8,189744255
2022,6,189744256
2022,6,186843855
2022,6,203066641
2022,6,203066642
2022,2,186844001
2022,6,186844049
2022,6,203066525
2022,6,189744286
2022,6,189744287
2022,6,189744384
2022,8,189744447
2022,6,189744448
2022,6,190952507
2022,3,189744467
2022,8,203066635
2022,6,203066636
2022,6,189744327
2022,6,203066871
2022,6,189744628
2022,6,189744629
2022,6,189744464
2022,8,189744465
2022,6,189744500
2022,6,190952781
2022,6,189744530
2022,6,189744531
2022,3,189744492
2022,6,189744539
2022,6,189744842
2022,6,189744534
2022,6,189744575
2022,6,190952955
2022,12,197603876
2022,2,194890281
2022,6,197603969
2022,3,197603970
2022,6,197603971
2022,6,197603972
2022,6,189744730
2022,6,189744635
2022,6,189744670
2022,3,194890337
2022,6,189744749
2022,6,189744833
2022,6,194890342
2022,8,189744965
2022,14,197603802
2022,6,189744967
2022,6,189745053
2022,6,189745057
2022,6,189744849
2022,6,189744924
2022,6,189744925
2022,6,189745031
2022,6,189744870
2022,6,189745044
2022,6,189745045
2022,6,189745068
2022,8,189745116
2022,6,190953005
2022,6,190953253
2022,6,190953704
2022,10,190953392
2022,6,194890554
2022,6,194890555
2022,6,190953712
2022,6,190953739
2022,6,201446610
2022,6,190953645
2022,6,190953641
2022,6,190953826
2022,6,190953625
2022,6,190953716
2022,6,190953772
2022,6,190953773
2022,6,190953881
2022,6,190953884
2022,3,190954000
2022,3,190954001
2022,6,190953778
2022,3,194890730
2022,2,190953999
2022,6,190953893
2022,6,194890738
2022,6,197604055
2022,6,197604056
2022,6,190954229
2022,6,194890693
2022,6,194890836
2022,2,198547752
2022,6,194890752
2022,6,194890768
2022,6,194890772
2022,6,194890773
2022,6,194891390
2022,6,194891392
2022,6,194891393
2022,6,194890855
2022,6,194890860
2022,6,194890861
2022,12,203066538
2022,6,198547854
2022,6,194890973
2022,6,194890951
2022,7,194891006
2022,6,194891088
2022,8,194891089
2022,6,194891153
2022,6,194891154
2022,3,194891165
2022,6,194891166
2022,6,201446605
2022,2,198547749
2022,6,194891351
2022,6,194891337
2022,6,194891412
2022,6,194891413
2022,6,194891371
2022,8,194891375
2022,8,194891380
2022,6,194891409
2022,6,194891433
2022,6,194891439
2022,6,194891440
2022,8,194891447
2022,6,194891650
2022,6,194891651
2022,8,201446660
2022,6,194891513
2022,8,197603904
2022,6,194891573
2022,6,194891574
2022,6,194891526
2022,8,194891527
2022,6,194892479
2022,3,194892485
2022,3,194892486
2022,6,194891559
2022,6,201446031
2022,8,194891570
2022,14,203066155
2022,6,194891591
2022,6,194891592
2022,6,194891613
2022,7,194891644
2022,6,194891645
2022,6,197603914
2022,6,197603915
2022,6,197604019
2022,6,197604020
2022,6,194891699
2022,6,194891700
2022,6,194891724
2022,6,198547881
2022,8,198547882
2022,6,198547883
2022,6,194891733
2022,6,197604111
2022,6,197604187
2022,6,197604366
2022,8,197604270
2022,6,197604100
2022,6,197604109
2022,6,194892727
2022,6,194892728
2022,6,197604232
2022,6,197604233
2022,6,198547842
2022,6,197604337
2022,6,197604276
2022,6,197604277
2022,3,197604363
2022,6,197604364
2022,6,197604411
2022,3,197604340
2022,6,197604385
2022,6,197604386
2022,6,197604538
2022,6,197604347
2022,6,197604351
2022,8,197604379
2022,8,197604380
2022,8,197604848
2022,8,197604900
2022,6,197605000
2022,6,197605001
2022,2,198548090
2022,6,197604383
2022,6,197604436
2022,6,197604437
2022,3,197604466
2022,3,197604467
2022,6,197604507
2022,6,197604712
2022,8,197604509
2022,8,197604510
2022,6,203066712
2022,6,203066713
2022,8,197604614
2022,6,197604695
2022,12,197604781
2022,6,197604874
2022,3,197604779
2022,6,197604780
2022,3,197604943
2022,8,197604944
2022,6,197604907
2022,6,197604989
2022,6,198548108
2022,6,197604718
2022,6,197604719
2022,6,197605530
2022,6,197605560
2022,6,197604776
2022,6,197604777
2022,6,197604885
2022,6,197604886
2022,6,197604887
2022,6,198548100
2022,2,198548428
2022,2,201447146
2022,2,201446952
2022,2,201446257
2022,2,201446272
2022,2,201446289
2022,2,201446305
2022,2,201446715
2022,2,201446726
2022,2,201446759
2022,2,201446287
2022,2,201446314
2022,2,201446312
2022,3,178672955
2022,3,178672956
2022,6,178672982
2022,3,178673017
2022,3,178673042
2022,8,178673042
2022,3,178673043
2022,8,178673043
2022,3,178673080
2022,3,183241626
2022,1,183241430
2022,3,183241430
2022,7,183241430
2022,3,183241447
2022,1,183241483
2022,3,183241483
2022,7,183241483
2022,3,183241516
2022,3,183241559
2022,3,183241609
2022,3,183241549
2022,6,183241549
2022,1,183241570
2022,3,183241570
2022,7,183241570
2022,2,183241590
2022,6,183241590
2022,2,183241591
2022,6,183241591
2022,3,194807501
2022,3,194807502
2022,9,194807526
2022,3,194807527
2022,6,194807527
2022,3,194807528
2022,6,194807528
2022,3,190918262
2022,3,190918263
2022,6,190918284
2022,3,190918301
2022,3,190918233
2022,3,190918291
2022,3,190918323
2022,6,190918323
2022,3,190918324
2022,6,190918324
2022,3,190918348
2022,3,190918384
2022,3,190918385
2022,1,190918322
2022,3,190918322
2022,7,190918322
2022,3,190918353
2022,6,190918374
2022,6,190918375
2022,6,190918392
2022,3,190918406
2022,3,190918530
2022,3,190918579
2022,6,190918579
2022,3,190918580
2022,6,190918580
2022,3,190918581
2022,6,190918581
2022,3,190918404
2022,6,190918427
2022,6,190918428
2022,3,190918452
2022,6,190918471
2022,6,190918472
2022,6,190918505
2022,3,190918532
2022,6,190918532
2022,3,190918533
2022,6,190918533
2022,3,190918572
2022,3,190918573
2022,6,190918466
2022,3,190918494
2022,3,190918520
2022,3,190918541
2022,3,190918542
2022,3,190918569
2022,3,190920331
2022,3,190920358
2022,6,190920358
2022,3,190920359
2022,6,190920359
2022,3,190920420
2022,3,190920421
2022,3,190920466
2022,6,190920466
2022,3,190920467
2022,6,190920467
2022,3,190918665
2022,3,201386906
2022,3,190918604
2022,3,190918605
2022,3,190918606
2022,3,190918631
2022,3,190918632
2022,3,190918655
2022,8,190918655
2022,3,190918656
2022,8,190918656
2022,3,190918661
2022,3,190918694
2022,3,190918695
2022,3,190918720
2022,3,190918721
2022,6,190918746
2022,3,190918838
2022,1,190918866
2022,6,190918896
2022,3,190918714
2022,3,190918715
2022,1,190918743
2022,3,190918919
2022,1,190918968
2022,3,190918811
2022,6,190918811
2022,3,190918812
2022,6,190918812
2022,6,190918844
2022,3,190918910
2022,6,190918910
2022,3,190918911
2022,6,190918911
2022,3,190918953
2022,3,190918989
2022,6,190919029
2022,8,190919029
2022,6,190919030
2022,8,190919030
2022,3,190919083
2022,3,190918929
2022,3,190918957
2022,3,190918987
2022,3,190919009
2022,3,190918997
2022,3,190919032
2022,3,190919063
2022,1,190919087
2022,3,190919087
2022,3,190919003
2022,6,190919003
2022,3,190919004
2022,6,190919004
2022,3,190919134
2022,3,190919135
2022,3,190919165
2022,3,190919166
2022,1,190919027
2022,3,190919052
2022,3,190919066
2022,6,190919066
2022,3,190919067
2022,6,190919067
