data_year,groupb_arrestee_id,weapon_code,weapon_id
2022,44898302,01,51
2022,44898317,01,51
2022,46498544,01,51
2022,45607855,01,51
2022,45607861,01,51
2022,45607837,01,51
2022,46687379,01,51
2022,45607860,01,51
2022,45607909,01,51
2022,45607913,01,51
2022,45607920,01,51
2022,45607875,01,51
2022,45607885,01,51
2022,45607924,01,51
2022,45623734,01,51
2022,45623751,01,51
2022,45623790,01,51
2022,45623754,01,51
2022,45623785,01,51
2022,45623860,01,51
2022,45623689,01,51
2022,45623716,01,51
2022,45607839,01,51
2022,45623733,01,51
2022,45623832,01,51
2022,45623760,01,51
2022,45607849,01,51
2022,45607865,01,51
2022,45607854,01,51
2022,45623792,01,51
2022,45623774,01,51
2022,45623796,01,51
2022,45623787,01,51
2022,44615591,01,51
2022,44615616,01,51
2022,44615575,01,51
2022,44615646,01,51
2022,45607826,01,51
2022,44615515,01,51
2022,44615622,01,51
2022,44615644,01,51
2022,44615656,01,51
2022,44615536,01,51
2022,44615185,01,51
2022,44615657,01,51
2022,44615664,01,51
2022,44615672,01,51
2022,44615677,01,51
2022,44615541,01,51
2022,44615231,01,51
2022,44615653,01,51
2022,44615655,01,51
2022,44615662,01,51
2022,44615216,01,51
2022,44615232,01,51
2022,44615501,01,51
2022,44615552,01,51
2022,44615600,01,51
2022,44615624,01,51
2022,44615674,01,51
2022,44615598,01,51
2022,44615652,01,51
2022,44615670,01,51
2022,44615296,01,51
2022,44615259,01,51
2022,44615647,01,51
2022,44615660,01,51
2022,44615614,01,51
2022,44615630,01,51
2022,44615550,01,51
2022,44615593,01,51
2022,44615450,01,51
2022,45607778,01,51
2022,44615568,01,51
2022,44615590,01,51
2022,44615608,01,51
2022,44615659,01,51
2022,44615676,01,51
2022,45607794,01,51
2022,45607808,01,51
2022,45607823,01,51
2022,45607843,01,51
2022,45607848,01,51
2022,46911415,01,51
2022,46911437,01,51
2022,46911414,01,51
2022,45607859,01,51
2022,45607867,01,51
2022,45607824,01,51
2022,46911411,01,51
2022,46911323,01,51
2022,46911342,01,51
2022,46911403,01,51
2022,46911332,01,51
2022,46911426,01,51
2022,46911447,01,51
2022,45607830,01,51
2022,45607856,01,51
2022,45607863,01,51
2022,45607873,01,51
2022,45607786,01,51
2022,45607797,01,51
2022,45607813,01,51
2022,45607829,01,51
2022,45607862,01,51
2022,45607868,01,51
2022,45887958,01,51
2022,44905245,01,51
2022,44905060,01,51
2022,44905085,01,51
2022,45607878,01,51
2022,45607894,01,51
2022,45607902,01,51
2022,45607750,01,51
2022,44905010,01,51
2022,44905131,01,51
2022,44905215,01,51
2022,44905192,01,51
2022,44905213,01,51
2022,44905381,01,51
2022,44905135,01,51
2022,44905153,01,51
2022,44905231,01,51
2022,44904920,01,51
2022,44905190,01,51
2022,44905172,01,51
2022,44905387,01,51
2022,44905400,01,51
2022,44905066,01,51
2022,44905193,01,51
2022,44905224,01,51
2022,44905261,01,51
2022,44905318,01,51
2022,44905341,12,3
2022,44904937,01,51
2022,44905199,01,51
2022,44905051,01,51
2022,44905065,01,51
2022,44905271,01,51
2022,44905117,01,51
2022,44905225,01,51
2022,44905187,01,51
2022,44905195,01,51
2022,44905200,01,51
2022,44904976,01,51
2022,44905119,01,51
2022,44905214,01,51
2022,44905315,01,51
2022,44905178,01,51
2022,44905227,01,51
2022,44905366,01,51
2022,44905184,01,51
2022,44905349,01,51
2022,44905376,01,51
2022,44905139,01,51
2022,44905339,01,51
2022,44905404,01,51
2022,44905416,01,51
2022,44905124,01,51
2022,44905176,01,51
2022,44905030,01,51
2022,44905232,16,52
2022,44905237,01,51
2022,44905264,01,51
2022,44905342,01,51
2022,44905401,01,51
2022,44905411,01,51
2022,44905422,01,51
2022,44905233,01,51
2022,44905372,01,51
2022,44905197,01,51
2022,44905084,01,51
2022,44905110,01,51
2022,44905156,01,51
2022,44905211,01,51
2022,44905159,01,51
2022,44905314,01,51
2022,44905203,01,51
2022,44904989,01,51
2022,44905116,01,51
2022,44905254,01,51
2022,44905365,01,51
2022,44905389,01,51
2022,44905418,01,51
2022,44905425,01,51
2022,44905146,01,51
2022,44905216,01,51
2022,45607763,01,51
2022,45607775,01,51
2022,45607768,01,51
2022,44905118,01,51
2022,44905328,01,51
2022,44905147,01,51
2022,44898298,01,51
2022,44898307,01,51
2022,44898318,01,51
2022,44898334,01,51
2022,44898331,01,51
2022,44898345,01,51
2022,44898356,01,51
2022,44898376,01,51
2022,44898389,01,51
2022,44898353,01,51
2022,44898364,01,51
2022,44898290,01,51
2022,44898295,01,51
2022,44898304,01,51
2022,44898312,01,51
2022,44898289,01,51
2022,44898313,01,51
2022,44898327,01,51
2022,44898348,01,51
2022,44898366,01,51
2022,44898362,01,51
2022,44898378,01,51
2022,44898352,01,51
2022,44898371,01,51
2022,44898326,01,51
2022,44905344,01,51
2022,44905070,01,51
2022,44905183,01,51
2022,44905173,01,51
2022,44905370,01,51
2022,44905138,01,51
2022,44905385,01,51
2022,44905382,01,51
2022,44905046,01,51
2022,44905111,01,51
2022,44905077,01,51
2022,44905168,01,51
2022,44905113,01,51
2022,44905274,01,51
2022,44905371,01,51
2022,44905406,01,51
2022,44905424,01,51
2022,44905100,01,51
2022,44905201,01,51
2022,44905127,16,52
2022,44905248,01,51
2022,44905089,01,51
2022,44905106,01,51
2022,44905347,01,51
2022,44905143,01,51
2022,44905409,01,51
2022,44905126,01,51
2022,44905379,01,51
2022,44905185,01,51
2022,44905150,01,51
2022,44905222,01,51
2022,44905330,01,51
2022,44905369,01,51
2022,44905103,01,51
2022,44905332,01,51
2022,44905204,01,51
2022,44905144,01,51
2022,44905164,01,51
2022,44905112,01,51
2022,44905155,01,51
2022,44905136,01,51
2022,44905186,01,51
2022,44905275,01,51
2022,44905373,01,51
2022,44905006,01,51
2022,44905045,01,51
2022,44905208,01,51
2022,44905300,01,51
2022,44905302,01,51
2022,44905157,01,51
2022,44905292,01,51
2022,44904940,01,51
2022,44905284,01,51
2022,44905384,01,51
2022,44905080,01,51
2022,44905174,01,51
2022,44905397,01,51
2022,44905383,01,51
2022,44904957,01,51
2022,44905191,01,51
2022,44905362,01,51
2022,44905098,01,51
2022,44905162,01,51
2022,44905405,01,51
2022,44905412,01,51
2022,44905421,01,51
2022,44905179,01,51
2022,44905378,01,51
2022,44905402,01,51
2022,44905408,01,51
2022,44898350,01,51
2022,44898380,01,51
2022,44898400,01,51
2022,44898414,01,51
2022,44898276,01,51
2022,44898316,01,51
2022,44898335,01,51
2022,44898342,01,51
2022,44898359,01,51
2022,44898351,01,51
2022,44898361,01,51
2022,44898437,01,51
2022,44898388,01,51
2022,44898405,01,51
2022,44898422,01,51
2022,44898339,01,51
2022,44898367,01,51
2022,44898382,01,51
2022,44898357,01,51
2022,44898281,01,51
2022,44898285,01,51
2022,44898320,01,51
2022,44898455,01,51
2022,44898423,01,51
2022,44898432,01,51
2022,44898447,01,51
2022,44898397,01,51
2022,46685532,01,51
2022,48012862,01,51
2022,48012865,01,51
2022,48012759,01,51
2022,48012724,01,51
2022,48012723,01,51
2022,45607940,01,51
2022,46203215,01,51
2022,46203056,01,51
2022,46203184,01,51
2022,46203208,01,51
2022,46203154,01,51
2022,46203164,01,51
2022,45607955,01,51
2022,45607967,01,51
2022,45607941,01,51
2022,46203148,01,51
2022,45607953,01,51
2022,45607915,01,51
2022,45607925,01,51
2022,45607932,01,51
2022,45607933,01,51
2022,45607934,01,51
2022,45607944,01,51
2022,45607946,01,51
2022,45607982,01,51
2022,45607983,01,51
2022,45607965,01,51
2022,46505569,01,51
2022,45607977,01,51
2022,45607995,01,51
2022,46505737,01,51
2022,46505557,16,52
2022,46505583,01,51
2022,46505586,01,51
2022,46505601,01,51
2022,46505579,01,51
2022,46505592,01,51
2022,46505596,01,51
2022,45607998,01,51
2022,46505575,01,51
2022,46505577,01,51
2022,45607883,01,51
2022,46505578,01,51
2022,46505581,01,51
2022,46505554,01,51
2022,46505562,01,51
2022,46505566,01,51
2022,46505570,01,51
2022,46505623,01,51
2022,45607893,01,51
2022,46505618,01,51
2022,46505682,01,51
2022,46505584,01,51
2022,46505701,01,51
2022,46505716,01,51
2022,46505549,01,51
2022,46505550,01,51
2022,46505620,01,51
2022,46505608,01,51
2022,46505553,01,51
2022,46505639,01,51
2022,46505587,01,51
2022,46505613,01,51
2022,46505563,01,51
2022,46505572,01,51
2022,46505573,01,51
2022,46505571,01,51
2022,46505559,01,51
2022,46505561,01,51
2022,46505568,01,51
2022,46505556,01,51
2022,45607901,01,51
2022,45607981,01,51
2022,45607992,01,51
2022,46691626,01,51
2022,45607999,01,51
2022,45607912,01,51
2022,46691586,01,51
2022,46691593,01,51
2022,46691601,01,51
2022,46691610,01,51
2022,46691573,01,51
2022,46691579,01,51
2022,46691584,01,51
2022,46691590,01,51
2022,46691577,01,51
2022,46691582,01,51
2022,45607919,01,51
2022,45607929,01,51
2022,45607988,01,51
2022,45607916,01,51
2022,45607921,01,51
2022,45607926,01,51
2022,45607986,01,51
2022,45607996,01,51
2022,45607951,01,51
2022,47550085,01,51
2022,45607957,01,51
2022,45607963,01,51
2022,45607943,01,51
2022,45607945,01,51
2022,45607936,01,51
2022,47550135,01,51
2022,47550162,01,51
2022,47550201,01,51
2022,47550271,01,51
2022,45607948,01,51
2022,45607892,01,51
2022,45607898,01,51
2022,45607905,01,51
2022,45607910,01,51
2022,45607947,01,51
2022,45607954,01,51
2022,45607960,01,51
2022,45607974,01,51
2022,45607970,01,51
2022,47550480,01,51
2022,47550260,01,51
2022,47550292,01,51
2022,47550335,01,51
2022,47550211,01,51
2022,47550267,01,51
2022,47550333,01,51
2022,45607979,01,51
2022,45607997,01,51
2022,45607939,01,51
2022,45607956,01,51
2022,45607958,01,51
2022,45607962,01,51
2022,45607966,01,51
2022,45607973,01,51
2022,45607978,01,51
2022,45607989,01,51
2022,45607874,01,51
2022,45607881,01,51
2022,45607887,01,51
2022,45607900,01,51
2022,45607907,01,51
2022,45607975,01,51
2022,47550200,01,51
2022,45607985,01,51
2022,45607993,01,51
2022,45607961,01,51
2022,47550168,01,51
2022,47550192,01,51
2022,47550217,01,51
2022,47550251,01,51
2022,45607969,01,51
2022,45607987,01,51
2022,45607991,01,51
2022,45608000,01,51
2022,45608001,01,51
2022,45608002,01,51
2022,45607890,01,51
2022,45607896,01,51
2022,45607914,01,51
2022,47549502,01,51
2022,45607971,01,51
2022,45607935,01,51
2022,47550216,01,51
2022,47550252,01,51
2022,47550280,01,51
2022,47550323,01,51
2022,47550131,01,51
2022,47550227,16,52
2022,45607942,01,51
2022,45607950,01,51
2022,45607930,01,51
2022,45607938,01,51
2022,45607886,01,51
2022,45607897,01,51
2022,45607908,01,51
2022,45607917,01,51
2022,45607922,01,51
2022,45607891,01,51
2022,45607904,01,51
2022,45607927,01,51
2022,45607903,01,51
2022,47550125,01,51
2022,47550237,01,51
2022,45607906,01,51
2022,45607918,01,51
2022,45607928,01,51
2022,45607937,01,51
2022,45607911,01,51
2022,47549510,01,51
2022,47549552,01,51
2022,47550223,01,51
2022,47550213,01,51
2022,47550302,01,51
2022,47550262,01,51
2022,47550291,01,51
2022,47550100,01,51
2022,45607923,01,51
2022,45607931,01,51
2022,45607869,01,51
2022,45607949,01,51
2022,45607952,01,51
2022,45607959,01,51
2022,45607964,01,51
2022,45607972,01,51
2022,45607968,01,51
2022,46193956,01,51
2022,47550146,01,51
2022,47550155,01,51
2022,45607984,01,51
2022,47550257,01,51
2022,47550344,01,51
2022,47550221,01,51
2022,47550255,01,51
2022,47550150,01,51
2022,47550393,01,51
2022,47550476,01,51
2022,47550626,01,51
2022,45607990,01,51
2022,45608003,01,51
2022,45607976,01,51
2022,47550215,01,51
2022,47550276,01,51
2022,47550318,01,51
2022,47550163,01,51
2022,47550230,01,51
2022,47550296,01,51
2022,47550334,01,51
2022,47550176,01,51
2022,47550193,01,51
2022,47550261,01,51
2022,47550298,01,51
2022,47550184,01,51
2022,47550210,01,51
2022,47550250,01,51
2022,47550456,01,51
2022,47550205,01,51
2022,47550240,01,51
2022,47550270,01,51
2022,47550401,01,51
2022,47550505,01,51
2022,47550619,01,51
2022,47550684,01,51
2022,48166637,01,51
2022,45607980,01,51
2022,48166792,01,51
2022,48166646,01,51
2022,48166665,01,51
2022,48166657,01,51
2022,48166678,01,51
2022,48166653,01,51
2022,48166696,01,51
2022,48166695,01,51
2022,48166658,01,51
2022,48166677,01,51
2022,48166675,01,51
2022,48166673,01,51
2022,48673547,01,51
2022,48673548,01,51
2022,48673633,01,51
2022,45607994,01,51
2022,46193961,01,51
2022,46193975,01,51
2022,46193940,01,51
2022,46193949,01,51
2022,46193955,01,51
2022,46193995,01,51
2022,46194001,01,51
2022,46193960,01,51
2022,46193930,01,51
2022,46193933,01,51
2022,46193938,01,51
2022,46193946,01,51
2022,46193954,01,51
2022,46193964,01,51
2022,46194035,01,51
2022,46194046,01,51
2022,46193958,01,51
2022,46193967,01,51
2022,46193976,01,51
2022,46194006,01,51
2022,46193942,01,51
2022,46193952,01,51
2022,46193939,01,51
2022,46193988,01,51
2022,46194002,01,51
2022,46194012,01,51
2022,46193972,01,51
2022,48673470,01,51
2022,48673555,01,51
2022,48673677,01,51
2022,46193977,01,51
2022,46193970,01,51
2022,46193982,01,51
2022,46193992,01,51
2022,46194003,01,51
2022,46193919,01,51
2022,46193924,01,51
2022,46193931,01,51
2022,46193943,01,51
2022,46193944,01,51
2022,46194010,01,51
2022,46194016,01,51
2022,46194027,01,51
2022,46194000,01,51
2022,46194007,01,51
2022,46194022,01,51
2022,46193941,01,51
2022,46193947,01,51
2022,46193951,01,51
2022,46193962,01,51
2022,46193966,01,51
2022,46194015,01,51
2022,48673482,01,51
2022,48673596,01,51
2022,48673700,01,51
2022,46193969,01,51
2022,46193980,01,51
2022,46193984,01,51
2022,46193990,01,51
2022,46193997,01,51
2022,46193963,01,51
2022,46193968,01,51
2022,46193979,01,51
2022,46193973,01,51
2022,46193987,01,51
2022,46193985,01,51
2022,46193935,01,51
2022,46193957,01,51
2022,46193959,01,51
2022,46193948,01,51
2022,46193978,01,51
2022,46193993,01,51
2022,46193998,01,51
2022,46194008,01,51
2022,46193965,01,51
2022,46193974,01,51
2022,46193986,01,51
2022,46193914,01,51
2022,46193922,01,51
2022,46193926,01,51
2022,46193928,01,51
2022,46193932,01,51
2022,46193934,01,51
2022,46194011,01,51
2022,46193945,01,51
2022,46193921,01,51
2022,46193929,01,51
2022,46193936,01,51
2022,46193918,01,51
2022,46193971,01,51
2022,46194040,01,51
2022,46194206,01,51
2022,48673462,01,51
2022,48673590,01,51
2022,46193983,01,51
2022,46193989,01,51
2022,46194005,01,51
2022,46194021,01,51
2022,46194128,01,51
2022,46194143,01,51
2022,46194148,01,51
2022,46194090,01,51
2022,46194106,01,51
2022,46194118,01,51
2022,46194081,01,51
2022,46194100,01,51
2022,48673551,01,51
2022,46194111,01,51
2022,46194123,01,51
2022,46194014,01,51
2022,46194025,01,51
2022,46194031,01,51
2022,46194067,01,51
2022,46194076,01,51
2022,46194082,01,51
2022,46194094,01,51
2022,46194009,01,51
2022,46194019,01,51
2022,46194029,01,51
2022,46194048,01,51
2022,46194055,01,51
2022,46194062,01,51
2022,46194070,01,51
2022,46194088,01,51
2022,46194120,01,51
2022,46194126,01,51
2022,46194140,01,51
2022,46194017,01,51
2022,46194028,01,51
2022,46194032,01,51
2022,46194071,01,51
2022,46194080,01,51
2022,46194101,01,51
2022,46193994,01,51
2022,46194187,01,51
2022,46194135,01,51
2022,46194155,01,51
2022,46193981,01,51
2022,46194037,01,51
2022,46194045,01,51
2022,46194039,01,51
2022,46194058,01,51
2022,46194053,01,51
2022,46194059,01,51
2022,46194065,01,51
2022,46194079,01,51
2022,46194127,01,51
2022,46193991,01,51
2022,46193996,01,51
2022,46194004,01,51
2022,46194013,01,51
2022,46194024,01,51
2022,46194054,01,51
2022,46194056,01,51
2022,46194060,01,51
2022,46194077,01,51
2022,46194064,01,51
2022,46194069,01,51
2022,46194113,01,51
2022,46194131,01,51
2022,46194020,01,51
2022,46194043,01,51
2022,46194057,01,51
2022,46194096,01,51
2022,46194107,01,51
2022,46194050,01,51
2022,46194033,01,51
2022,46194038,01,51
2022,46194047,01,51
2022,46194061,01,51
2022,46194068,01,51
2022,46194072,01,51
2022,46194078,01,51
2022,46194085,01,51
2022,46194103,01,51
2022,46194074,01,51
2022,46194092,01,51
2022,46496680,01,51
2022,48673465,01,51
2022,48673588,01,51
2022,46496676,01,51
2022,46194172,01,51
2022,48673617,01,51
2022,46194191,01,51
2022,46194221,01,51
2022,46194280,01,51
2022,46194161,01,51
2022,46194185,01,51
2022,46194207,01,51
2022,46194246,01,51
2022,46194160,01,51
2022,46194178,01,51
2022,46194197,01,51
2022,46194259,01,51
2022,46194290,01,51
2022,46194330,01,51
2022,46194198,01,51
2022,46194451,01,51
2022,48673511,01,51
2022,48673642,01,51
2022,48673647,01,51
2022,48673711,01,51
2022,46194225,01,51
2022,46194256,01,51
2022,46194286,01,51
2022,46194218,01,51
2022,46194254,01,51
2022,46194281,01,51
2022,46194205,01,51
2022,46194239,01,51
2022,46194265,01,51
2022,46194296,01,51
2022,46193950,01,51
2022,46194230,01,51
2022,46194248,01,51
2022,46194272,01,51
2022,46194288,01,51
2022,46194313,01,51
2022,46194377,01,51
2022,46194428,01,51
2022,46194110,01,51
2022,46194314,01,51
2022,46194305,01,51
2022,46194169,01,51
2022,46194179,01,51
2022,46194435,01,51
2022,46194466,01,51
2022,46194238,01,51
2022,46194260,01,51
2022,46194282,01,51
2022,46194297,01,51
2022,46194294,01,51
2022,46194304,01,51
2022,46194318,01,51
2022,46194156,01,51
2022,46194170,01,51
2022,46194189,01,51
2022,46194209,01,51
2022,46194217,01,51
2022,46194237,01,51
2022,46194269,01,51
2022,46194300,01,51
2022,46194315,01,51
2022,46194166,01,51
2022,46194183,01,51
2022,46194270,01,51
2022,46194292,01,51
2022,46194298,01,51
2022,48673655,01,51
2022,46194327,01,51
2022,46194129,01,51
2022,46194146,01,51
2022,46194157,01,51
2022,46194204,01,51
2022,46194243,01,51
2022,46194283,01,51
2022,46194365,01,51
2022,46194394,01,51
2022,46194412,01,51
2022,46194459,01,51
2022,46194173,01,51
2022,46194186,01,51
2022,46194208,01,51
2022,46194247,01,51
2022,46194271,01,51
2022,46194325,01,51
2022,46496673,01,51
2022,46496683,01,51
2022,46496678,01,51
2022,46496759,01,51
2022,48673452,16,52
2022,48673499,01,51
2022,47531433,01,51
2022,48673483,01,51
2022,48673734,01,51
2022,48673471,01,51
2022,46194338,01,51
2022,46194362,01,51
2022,46194415,01,51
2022,46194360,01,51
2022,46194379,01,51
2022,46194401,01,51
2022,46194354,01,51
2022,46194370,01,51
2022,46194352,01,51
2022,46194374,01,51
2022,46194392,01,51
2022,46194405,01,51
2022,46496698,01,51
2022,46496717,01,51
2022,46496727,01,51
2022,46496757,01,51
2022,46496829,01,51
2022,46496852,01,51
2022,48673644,01,51
2022,48673474,01,51
2022,48673579,01,51
2022,46496705,01,51
2022,46496720,01,51
2022,46496754,01,51
2022,46496766,01,51
2022,46496736,01,51
2022,46496760,01,51
2022,46496789,01,51
2022,46496706,01,51
2022,46496726,01,51
2022,46496762,01,51
2022,46496778,01,51
2022,48673508,01,51
2022,46496799,01,51
2022,46496814,01,51
2022,46496830,01,51
2022,48673556,01,51
2022,48673719,01,51
2022,46496835,01,51
2022,46496730,01,51
2022,46496752,01,51
2022,46496780,01,51
2022,46496694,01,51
2022,46496795,01,51
2022,48673481,01,51
2022,48673624,01,51
2022,48673777,01,51
2022,46496817,01,51
2022,46496764,01,51
2022,46496788,01,51
2022,46496806,01,51
2022,46496688,01,51
2022,46496692,01,51
2022,46496703,01,51
2022,46496697,01,51
2022,46496700,01,51
2022,46496867,01,51
2022,46496876,01,51
2022,46496853,01,51
2022,46496861,01,51
2022,46496873,01,51
2022,46496741,01,51
2022,46496767,01,51
2022,46496802,01,51
2022,46496807,01,51
2022,46496846,01,51
2022,46496686,01,51
2022,46496711,01,51
2022,46496742,01,51
2022,46496772,01,51
2022,46496790,01,51
2022,46496794,01,51
2022,48966226,01,51
2022,46496811,01,51
2022,46496712,01,51
2022,46496729,01,51
2022,46496737,01,51
2022,46496745,01,51
2022,46496776,01,51
2022,46496828,01,51
2022,46496834,01,51
2022,46496758,01,51
2022,46496785,01,51
2022,46496803,01,51
2022,46496820,01,51
2022,46496842,01,51
2022,46685542,01,51
2022,47531560,01,51
2022,48966262,01,51
2022,47531562,01,51
2022,47531519,01,51
2022,47531435,01,51
2022,47531438,01,51
2022,47531439,01,51
2022,47531442,01,51
2022,48966171,01,51
2022,47531445,01,51
2022,47531446,01,51
2022,47531448,01,51
2022,47531451,01,51
2022,47531454,01,51
2022,47531456,01,51
2022,47531503,01,51
2022,48966314,01,51
2022,47531520,01,51
2022,47531522,01,51
2022,47531524,01,51
2022,47531527,01,51
2022,47531530,01,51
2022,47531532,01,51
2022,48660002,01,51
2022,48966202,01,51
2022,48966078,01,51
2022,48966193,01,51
2022,48966286,01,51
2022,48966074,01,51
2022,48659928,01,51
2022,48966240,01,51
2022,46905392,01,51
2022,48966085,01,51
2022,45623938,01,51
2022,45624124,01,51
2022,45624264,01,51
2022,45624310,01,51
2022,46905395,01,51
2022,46905397,01,51
2022,46905399,01,51
2022,46496812,01,51
2022,46496831,01,51
2022,46496882,01,51
2022,46496890,01,51
2022,46496885,01,51
2022,46496893,01,51
2022,46496892,01,51
2022,46496821,01,51
2022,46496832,01,51
2022,46496837,01,51
2022,46496866,01,51
2022,46496879,01,51
2022,46496881,01,51
2022,46496889,01,51
2022,46496878,01,51
2022,46496862,01,51
2022,46496874,01,51
2022,46496880,01,51
2022,46496884,01,51
2022,46496823,01,51
2022,45623755,01,51
2022,45623799,01,51
2022,45623836,01,51
2022,45624113,01,51
2022,46496843,01,51
2022,46496822,01,51
2022,46496886,01,51
2022,46496888,01,51
2022,46685428,01,51
2022,46685450,01,51
2022,46685474,01,51
2022,46685500,01,51
2022,46685543,01,51
2022,46685462,01,51
2022,46685471,01,51
2022,46685549,01,51
2022,46685396,01,51
2022,46685524,01,51
2022,46685536,01,51
2022,46685426,01,51
2022,46685464,01,51
2022,46685442,01,51
2022,46685476,01,51
2022,46685509,01,51
2022,46685495,01,51
2022,46685513,01,51
2022,46685547,01,51
2022,46685562,01,51
2022,46685414,01,51
2022,46685430,01,51
2022,46685463,01,51
2022,46685496,01,51
2022,46685522,01,51
2022,46685443,01,51
2022,46685485,01,51
2022,46685545,01,51
2022,46685563,01,51
2022,46685521,01,51
2022,46685533,01,51
2022,46685555,01,51
2022,46685417,01,51
2022,46685440,01,51
2022,46685466,01,51
2022,46685483,01,51
2022,46685512,01,51
2022,46685388,01,51
2022,46685409,01,51
2022,46685415,01,51
2022,46685441,01,51
2022,46685477,01,51
2022,46685534,01,51
2022,46685551,01,51
2022,46685565,01,51
2022,46685575,01,51
2022,47531552,01,51
2022,45623883,01,51
2022,45623927,01,51
2022,45623670,01,51
2022,45624077,01,51
2022,45624109,01,51
2022,47531555,01,51
2022,47531556,01,51
2022,47531557,01,51
2022,47531558,01,51
2022,47531559,01,51
2022,47531501,01,51
2022,47531507,01,51
2022,47531533,01,51
2022,47531535,01,51
2022,46905464,01,51
2022,45623819,01,51
2022,45623893,01,51
2022,45624215,01,51
2022,45624202,01,51
2022,45624267,01,51
2022,45623979,01,51
2022,46905475,01,51
2022,46905486,01,51
2022,46905510,01,51
2022,46905492,01,51
2022,46905503,01,51
2022,46905473,01,51
2022,45624359,01,51
2022,46905480,01,51
2022,46905487,01,51
2022,46905434,01,51
2022,46905443,01,51
2022,46905456,01,51
2022,46905453,01,51
2022,46905459,01,51
2022,46905470,01,51
2022,46905476,01,51
2022,46905406,01,51
2022,46905410,01,51
2022,46905415,01,51
2022,46905398,01,51
2022,46905404,01,51
2022,46905426,01,51
2022,46905403,01,51
2022,46905411,01,51
2022,46905413,01,51
2022,46905419,01,51
2022,46905417,01,51
2022,46905421,01,51
2022,46905511,01,51
2022,46905422,01,51
2022,46905424,01,51
2022,46905436,01,51
2022,46905428,01,51
2022,46905432,01,51
2022,46905437,01,51
2022,46905455,01,51
2022,46905465,01,51
2022,46905445,01,51
2022,46905454,01,51
2022,46905462,01,51
2022,46905472,01,51
2022,46905471,01,51
2022,46905482,01,51
2022,46905490,01,51
2022,46905496,01,51
2022,46905504,01,51
2022,46905519,01,51
2022,46905483,01,51
2022,46905491,01,51
2022,46905497,01,51
2022,46905505,01,51
2022,46905515,01,51
2022,46905522,01,51
2022,46905534,01,51
2022,46905542,01,51
2022,46905498,01,51
2022,45623603,01,51
2022,45623637,01,51
2022,45623624,01,51
2022,45623902,01,51
2022,45623820,01,51
2022,45624164,01,51
2022,45624367,01,51
2022,45624392,01,51
2022,45624420,01,51
2022,45624446,01,51
2022,45624457,01,51
2022,46905507,01,51
2022,46905517,01,51
2022,46905523,01,51
2022,46905531,01,51
2022,46905565,01,51
2022,45623798,01,51
2022,45623800,01,51
2022,45623974,01,51
2022,45624265,01,51
2022,45623809,01,51
2022,45624060,01,51
2022,45624084,01,51
2022,45623735,01,51
2022,45623905,01,51
2022,45624226,01,51
2022,45624276,01,51
2022,45623874,01,51
2022,45624233,01,51
