yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
186902022,18690,2022,TN0840000,TN0840000,,N,N,,I,TIPTON,TIPTON CO SO COVINGTON,Tipton,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,31611,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,58,0,58,4,4,8,2.0,2.1,1996-07-01,1999-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,TIPTON,"Memphis, TN-MS-AR",Y,Y,Y
186912022,18691,2022,TN0840100,TN0840100,,N,N,,I,COVINGTON,COVINGTON PD,Covington,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,8582,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,25,2,27,5,3,8,3.5,4.1,1996-07-01,1999-11-01,2004-06-01,2013-01-01,2015-06-01,2013-05-01,N,TIPTON,"Memphis, TN-MS-AR",Y,Y,Y
186922022,18692,2022,TN0840200,TN0840200,,N,N,,I,MUNFORD,MUNFORD TOWN PD MUNFORD,Munford,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,6466,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,18,0,18,1,0,1,2.9,2.9,1996-07-01,1999-07-01,2004-06-01,2013-01-01,2015-07-01,2013-04-01,N,TIPTON,"Memphis, TN-MS-AR",Y,Y,Y
186932022,18693,2022,TN0840300,TN0840300,,N,N,,I,MASON,MASON PD,Mason,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,1354,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,1,2,0,0,0,0.7,1.5,1996-07-01,2000-10-01,2004-06-01,2013-01-01,2016-05-01,2013-04-01,N,TIPTON,"Memphis, TN-MS-AR",Y,Y,Y
186942022,18694,2022,TN0840400,TN0840400,,N,N,,I,BRIGHTON,BRIGHTON PD,Brighton,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2858,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,0,0,1.7,1.7,1996-07-01,1998-12-01,2004-07-01,2013-01-01,2015-06-01,2013-04-01,N,TIPTON,"Memphis, TN-MS-AR",Y,Y,Y
186952022,18695,2022,TN0840500,TN0840500,,N,N,,I,ATOKA,ATOKA POLICE DEPARTMENT,Atoka,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,10345,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,0,20,3,1,4,2.2,2.3,1996-07-01,1999-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,TIPTON,"Memphis, TN-MS-AR",Y,Y,Y
186972022,18697,2022,TN0850000,TN0850000,,N,N,,I,HARTSVILLE/TROUSDALE,METROPOLITAN HARTSVILLE TROUSDALE CO SO DEPT,Hartsville/Trousdale,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,12455,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,19,2,21,1,5,6,1.6,2.2,1996-07-01,1997-07-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,TROUSDALE,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
186992022,18699,2022,TN0850200,TN0850200,,N,N,,I,DTF:15TH JUDICIAL DISTRI,FIFTEENTH JUDICIAL DISTRICT DRUG TASK FORCE,Drug Task Force:,15th Judicial District,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,11,11,0,0,1996-07-01,1998-08-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,TROUSDALE,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187012022,18701,2022,TN0860000,TN0860000,,N,N,,I,UNICOI,UNICOI CO SO ERWIN,Unicoi,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,7885,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,22,13,35,1,17,18,2.9,6.7,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,UNICOI,"Johnson City, TN",Y,Y,Y
187022022,18702,2022,TN0860100,TN0860100,,N,N,,I,ERWIN,ERWIN PD,Erwin,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,5931,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,0,15,1,1,2,2.7,2.9,1996-07-01,1997-09-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,UNICOI,"Johnson City, TN",Y,Y,Y
187032022,18703,2022,TN0870000,TN0870000,,N,N,,I,UNION,UNION CO SO MAYNARDVILLE,Union,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,15693,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,30,14,44,2,9,11,2.0,3.5,1996-07-01,1997-02-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,UNION,"Knoxville, TN",Y,Y,Y
187042022,18704,2022,TN0870100,TN0870100,,N,N,,I,MAYNARDVILLE,MAYNARDVILLE PD,Maynardville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2507,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,0,0,0,1.6,1.6,1996-07-01,2001-10-01,2004-07-01,2013-01-01,2015-06-01,2013-04-01,N,UNION,"Knoxville, TN",Y,Y,Y
187062022,18706,2022,TN0870300,TN0870300,,N,N,,I,PLAINVIEW,PLAINVIEW POLICE DEPARTMENT,Plainview,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2118,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,0.9,0.9,1996-07-01,2006-02-01,2007-08-01,2013-01-01,2015-06-01,2013-04-01,N,UNION,"Knoxville, TN",Y,Y,Y
187072022,18707,2022,TN0880000,TN0880000,,N,N,,I,VAN BUREN,VAN BUREN CO SO SPENCER,Van Buren,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,4907,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,3,7,10,0,9,9,0.6,3.9,1996-07-01,1999-08-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,VAN BUREN,Not Specified,Y,Y,Y
187082022,18708,2022,TN0880100,TN0880100,,N,N,,I,SPENCER,SPENCER PD,Spencer,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,1592,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,1.9,1.9,1996-07-01,2000-03-01,2004-08-01,2013-01-01,2015-06-01,2013-05-01,N,VAN BUREN,Not Specified,Y,Y,Y
187092022,18709,2022,TN0890000,TN0890000,,N,N,,I,WARREN,WARREN CO SO MCMINNVILLE,Warren,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,28193,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,51,29,80,3,30,33,1.9,4.0,1996-07-01,1999-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WARREN,Not Specified,Y,Y,Y
187102022,18710,2022,TN0890100,TN0890100,,N,N,,I,MCMINNVILLE,MC MINNVILLE PD,McMinnville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,13952,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,0,35,4,3,7,2.8,3.0,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-06-01,N,WARREN,Not Specified,Y,Y,Y
187142022,18714,2022,TN0900000,TN0900000,,N,N,,I,WASHINGTON,WASHINGTON CO SO JONESBORO,Washington,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,59924,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,82,90,172,15,55,70,1.6,4.0,1996-07-01,1999-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WASHINGTON,"Johnson City, TN",Y,Y,Y
187152022,18715,2022,TN0900100,TN0900100,,N,N,,I,JOHNSON CITY,JOHNSON CITY PD MUNICIPAL SAFETY BLDG,Johnson City,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,71987,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,121,1,122,18,13,31,1.9,2.1,1996-07-01,1997-06-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,"CARTER, SULLIVAN, WASHINGTON","Johnson City, TN",Y,Y,Y
187162022,18716,2022,TN0900200,TN0900200,,N,N,,I,JONESBOROUGH,JONESBOROUGH PD,Jonesborough,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,6081,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,18,1,19,1,5,6,3.1,4.1,1996-07-01,1997-02-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WASHINGTON,"Johnson City, TN",Y,Y,Y
187172022,18717,2022,TN0900300,TN0900300,,N,N,,I,EAST TENNESSEE STATE UNI,EAST TENNESSEE STATE UNIVERSITY,East Tennessee State University,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,14,4,18,4,5,9,0,0,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WASHINGTON,"Johnson City, TN",Y,Y,Y
187182022,18718,2022,TN0900400,TN0900400,,N,N,,I,DTF:1ST JUDICIAL DISTRIC,FIRST JUDICIAL DIST DRUG TASK FORC JOHNSON CITY,Drug Task Force:,1st Judicial District,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,1,1,0,0,1996-07-01,1999-02-01,2004-06-01,2013-03-01,2015-06-01,2013-05-01,N,WASHINGTON,"Johnson City, TN",Y,Y,Y
187202022,18720,2022,TN0910000,TN0910000,,N,N,,I,WAYNE,WAYNE CO SO WAYNESBORO,Wayne,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,10780,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,18,16,34,1,16,17,1.8,4.7,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WAYNE,Not Specified,Y,Y,Y
187212022,18721,2022,TN0910100,TN0910100,,N,N,,I,WAYNESBORO,WAYNESBORO PD,Waynesboro,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2353,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,0,7,0,0,0,3.0,3.0,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WAYNE,Not Specified,Y,Y,Y
187222022,18722,2022,TN0910200,TN0910200,,N,N,,I,CLIFTON,CLIFTON PD,Clifton,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2614,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,0,0,1.9,1.9,1996-07-01,1998-11-01,2004-07-01,2013-01-01,2015-06-01,2013-04-01,N,WAYNE,Not Specified,Y,Y,Y
187232022,18723,2022,TN0910300,TN0910300,,N,N,,I,COLLINWOOD,COLLINWOOD PD,Collinwood,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,918,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,4.4,4.4,1996-07-01,2000-03-01,2004-07-01,2013-02-01,2015-06-01,2013-04-01,N,WAYNE,Not Specified,Y,Y,Y
187242022,18724,2022,TN0920000,TN0920000,,N,N,,I,WEAKLEY,WEAKLEY CO SO DRESDEN,Weakley,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,15066,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,22,11,33,4,11,15,1.7,3.2,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WEAKLEY,Not Specified,Y,Y,Y
187252022,18725,2022,TN0920100,TN0920100,,N,N,,I,DRESDEN,DRESDEN PD,Dresden,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,3026,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,1,1,2.3,2.6,1996-07-01,1999-04-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WEAKLEY,Not Specified,Y,Y,Y
187262022,18726,2022,TN0920200,TN0920200,,N,N,,I,MARTIN,MARTIN PD,Martin,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,10562,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,27,2,29,2,6,8,2.7,3.5,1996-07-01,1998-09-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WEAKLEY,Not Specified,Y,Y,Y
187272022,18727,2022,TN0920300,TN0920300,,N,N,,I,GLEASON,GLEASON PD,Gleason,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,1407,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,3.6,3.6,1996-07-01,1999-03-01,2004-10-01,2013-01-01,2015-06-01,2013-04-01,N,WEAKLEY,Not Specified,Y,Y,Y
187282022,18728,2022,TN0920400,TN0920400,,N,N,,I,GREENFIELD,GREENFIELD PD,Greenfield,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2083,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,1,0,1,2.9,2.9,1996-07-01,1998-03-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WEAKLEY,Not Specified,Y,Y,Y
187292022,18729,2022,TN0920500,TN0920500,,N,N,,I,SHARON,SHARON PD,Sharon,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,952,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,2,3,0,0,0,1.1,3.2,1996-07-01,1998-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WEAKLEY,Not Specified,Y,Y,Y
187302022,18730,2022,TN0920600,TN0920600,,N,N,,I,UNIV OF TN: MARTIN,UNIV OF TENNESSEE DEPT PUBLIC SAFETY MARTIN,University of Tennessee:,Martin,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,10,3,13,0,0,0,0,0,1996-07-01,1997-07-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WEAKLEY,Not Specified,Y,Y,Y
187322022,18732,2022,TN0930000,TN0930000,,N,N,,I,WHITE,WHITE CO SO SPARTA,White,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,22962,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,41,17,58,0,23,23,1.8,3.5,1996-07-01,1999-07-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WHITE,Not Specified,Y,Y,Y
187332022,18733,2022,TN0930100,TN0930100,,N,N,,I,SPARTA,SPARTA PD,Sparta,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,4993,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,1,14,0,0,0,2.6,2.8,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WHITE,Not Specified,Y,Y,Y
187342022,18734,2022,TN0940000,TN0940000,,N,N,,I,WILLIAMSON,WILLIAMSON CO SO FRANKLIN,Williamson,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,66169,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,159,64,223,23,46,69,2.8,4.4,1996-07-01,1999-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WILLIAMSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187352022,18735,2022,TN0940100,TN0940100,,N,N,,I,FRANKLIN,FRANKLIN PD,Franklin,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,87081,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,124,2,126,16,11,27,1.6,1.8,1996-07-01,1999-09-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WILLIAMSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187362022,18736,2022,TN0940200,TN0940200,,N,N,,I,FAIRVIEW,FAIRVIEW PD,Fairview,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,9844,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,20,0,20,2,0,2,2.2,2.2,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WILLIAMSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187372022,18737,2022,TN0940300,TN0940300,,N,N,,I,BRENTWOOD,BRENTWOOD PD,Brentwood,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,45581,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,55,8,63,6,10,16,1.3,1.7,1996-07-01,1999-12-01,2004-06-01,2013-01-01,2015-06-01,2013-06-01,N,WILLIAMSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187392022,18739,2022,TN0940500,TN0940500,,N,N,,I,NOLENSVILLE,NOLENSVILLE POLICE DEPARTMENT,Nolensville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,16990,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,0,16,1,1,2,1.0,1.1,1996-07-01,2000-09-01,2004-08-01,2013-02-01,2015-06-01,2013-04-01,N,WILLIAMSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187412022,18741,2022,TN0950000,TN0950000,,N,N,,I,WILSON,WILSON CO SO LEBANON,Wilson,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,69049,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,131,78,209,12,52,64,2.1,4.0,1996-07-01,1999-08-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WILSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187422022,18742,2022,TN0950100,TN0950100,,N,N,,I,LEBANON,LEBANON PD,Lebanon,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,43321,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,93,10,103,5,23,28,2.3,3.0,1996-07-01,1998-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WILSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187432022,18743,2022,TN0950200,TN0950200,,N,N,,I,WATERTOWN,WATERTOWN PD,Watertown,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,1556,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,1,7,0,0,0,3.9,4.5,1996-07-01,1999-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WILSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187442022,18744,2022,TN0950300,TN0950300,,N,N,,I,MOUNT JULIET,MT JULIET PD,Mount Juliet,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,41849,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,64,7,71,8,16,24,1.7,2.3,1996-07-01,1998-02-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,WILSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187472022,18747,2022,TNMPD0000,TNMPD0000,,N,N,,I,MEMPHIS,MEMPHIS POLICE DEPARTMENT,Memphis,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,624944,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,4,1B,"Cities from 500,000 thru 999,999",1,"All cities 250,000 or over",Y,4,,Y,1559,204,1763,345,353,698,3.0,3.9,1996-07-01,2000-08-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,SHELBY,"Memphis, TN-MS-AR",Y,Y,Y
187482022,18748,2022,TNTBI0000,TNTBI0000,,N,N,,I,TENN BUREAU OF INVESTIGA,TN BU OF INVESTIGATION ADMIN HQ NASHVILLE,Tennessee Bureau of Investigation,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,262,52,314,149,162,311,0,0,1996-07-01,1997-08-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,NOT SPECIFIED,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
187502022,18750,2022,TNTHP0100,TNTHP0100,,N,N,,I,DEPARTMENT OF SAFETY,DEPARTMENT OF SAFETY,Department of Safety,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,State Police,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,872,207,1079,54,592,646,0,0,1996-07-01,1997-10-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,NOT SPECIFIED,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
254032022,25403,2022,TN013059E,TN013059E,,N,N,,I,LINCOLN MEMORIAL UNIVERS,,Lincoln Memorial University,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,21,30,1,9,10,0,0,1996-07-01,2013-01-01,2014-12-01,2014-12-01,2016-10-01,2014-12-01,N,CLAIBORNE,Not Specified,Y,Y,Y
260372022,26037,2022,TN0472200,TN0472200,,N,N,,I,PELLISSIPPI ST COMM COL,,Pellissippi State Community College,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,13,1,14,2,2,4,0,0,1996-07-01,2015-01-01,2016-09-01,2016-09-01,2016-09-01,2016-09-01,N,KNOX,"Knoxville, TN",Y,Y,Y
261602022,26160,2022,TN0160600,TN0160600,,N,N,,I,MOTLOW STATE COMMUNITY COLLEGE,,Motlow State Community College,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,1,0,1,0,0,1996-07-01,2016-09-01,2017-04-01,2017-04-01,2017-04-01,2017-04-01,N,COFFEE,Not Specified,Y,Y,Y
273122022,27312,2022,TN019580X,TN019580X,,N,N,,I,"DEPT OF AGRICULTURE, AGRICULTURAL CRIME UNIT",,Department of Agriculture,Agricultural Crime Unit,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,0,0,0,0,0,1996-07-01,2017-10-01,2017-12-01,2017-12-01,2017-12-01,2017-12-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
